yumuşatır	yumuşa+Verb^DB+Verb+Caus+Pos+Aor+A3sg
sağlamaz	sağla+Verb+Neg+Aor+A3sg
sağlanır	sağla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
desteklemez	destekle+Verb+Neg+Aor+A3sg
oluşturamazsınız	oluş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
sıfırlayamaz	sıfırla+Verb^DB+Verb+Able+Neg+Aor+A3sg
yürütebilirsiniz	yürü+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
toplanır	topla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
açamaz	aç+Verb^DB+Verb+Able+Neg+Aor+A3sg
çevrilirler	çevir+Verb^DB+Verb+Pass+Pos+Aor+A3pl
beklenir	bekle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
yönlendirir	yön+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor+A3sg
ettirir	et+Verb^DB+Verb+Caus+Pos+Aor+A3sg
kurtaramazsınız	kurtar+Verb^DB+Verb+Able+Neg+Aor+A2pl
kestirebilirsiniz	kes+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
tasarlarsanız	tasarla+Verb+Pos+Aor+Cond+A2pl
saklanırlar	sakla+Verb^DB+Verb+Pass+Pos+Aor+A3pl
silinir	sil+Verb^DB+Verb+Pass+Pos+Aor+A3sg
oluşturulabilir	oluş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
ayıklanabilir	ayıkla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
bağlanamazsa	bağla+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+Cond+A3sg
yerleştirir	yerleş+Verb^DB+Verb+Caus+Pos+Aor+A3sg
değerlendirilirse	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+Cond+A3sg
yerleştirilmez	yerleş+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
doldurabilirsiniz	dol+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
biçimlendirebilirsiniz	biçim+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
ekleyemezsiniz	ekle+Verb^DB+Verb+Able+Neg+Aor+A2pl
kısıtlayabilirsiniz	kısıtla+Verb+Pos^DB+Verb+Able+Aor+A2pl
yapılabilir	yap+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
katılırsa	kat+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
paylaştıramaz	paylaş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
açarsanız	aç+Verb+Pos+Aor+Cond+A2pl
biçimlendirebilir	biçim+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
merkezileştirir	merkezi+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Aor+A3sg
tıklatırsanız	tıklat+Verb+Pos+Aor+Cond+A2pl
çevrilir	çevir+Verb^DB+Verb+Pass+Pos+Aor+A3sg
gösterilirler	göster+Verb^DB+Verb+Pass+Pos+Aor+A3pl
inceleyebilir	incele+Verb+Pos^DB+Verb+Able+Aor+A3sg
yuvarlatılır	yuvarla+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
atlarsanız	atla+Verb+Pos+Aor+Cond+A2pl
yedeklenebilir	yedekle+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
göremez	gör+Verb^DB+Verb+Able+Neg+Aor+A3sg
tıklatırsınız	tıkla+Verb^DB+Verb+Caus+Pos+Aor+A2pl
atayamazsınız	ata+Verb^DB+Verb+Able+Neg+Aor+A2pl
özelleştirebilirsiniz	özel+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
gizlenemez	gizle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
yazılmaz	yaz+Verb^DB+Verb+Pass+Neg+Aor+A3sg
arşivlerseniz	arşivle+Verb+Pos+Aor+Cond+A2pl
oluşturursunuz	oluş+Verb^DB+Verb+Caus+Pos+Aor+A2pl
kaydedilmez	kaydet+Verb^DB+Verb+Pass+Neg+Aor+A3sg
varsayılır	varsay+Verb^DB+Verb+Pass+Pos+Aor+A3sg
dönüştürebilirsiniz	dönüş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
yayımlanır	yayımla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
bırakırsanız	bırak+Verb+Pos+Aor+Cond+A2pl
etkinleştirilirse	etkin+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+Cond+A3sg
katar	kat+Verb+Pos+Aor+A3sg
sağlarsınız	sağla+Verb+Pos+Aor+A2pl
kullanılamayabilir	kullan+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Verb+Able+Aor+A3sg
doğrulanabilir	doğrula+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
çoğaltılır	çoğal+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
giderir	gider+Verb+Pos+Aor+A3sg
geçirilir	geç+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
imzalanır	imzala+Verb^DB+Verb+Pass+Pos+Aor+A3sg
yerleştirilebilir	yerleş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
yenileyebilirsiniz	yenile+Verb+Pos^DB+Verb+Able+Aor+A2pl
dayanabilir	daya+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
çözersiniz	çöz+Verb+Pos+Aor+A2pl
şifrelerseniz	şifrele+Verb+Pos+Aor+Cond+A2pl
şifrelenemez	şifrele+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
işaretlerse	işaretle+Verb+Pos+Aor+Cond+A3sg
uygulayabilir	uygula+Verb+Pos^DB+Verb+Able+Aor+A3sg
sorulur	sor+Verb^DB+Verb+Pass+Pos+Aor+A3sg
dolduramazsınız	dol+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
sıralanmaz	sırala+Verb^DB+Verb+Pass+Neg+Aor+A3sg
toplayabilirsiniz	topla+Verb+Pos^DB+Verb+Able+Aor+A2pl
yapamaz	yap+Verb^DB+Verb+Able+Neg+Aor+A3sg
benzetilebilir	benze+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
şifrelenebilir	şifrele+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
çözülemez	çöz+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
gerektirmeyebilir	gerek+Verb^DB+Verb+Caus+Neg^DB+Verb+Able+Aor+A3sg
alınamaz	al+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
okuyabilir	oku+Verb+Pos^DB+Verb+Able+Aor+A3sg
tanımlarsınız	tanımla+Verb+Pos+Aor+A2pl
işaretlerseniz	işaretle+Verb+Pos+Aor+Cond+A2pl
belirginleştirebilirsiniz	belirgin+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
düzenlerseniz	düzenle+Verb+Pos+Aor+Cond+A2pl
yenilemez	ye+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
tutabilirsiniz	tut+Verb+Pos^DB+Verb+Able+Aor+A2pl
yapılandırabilir	yapı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
adlandırır	ad+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor+A3sg
bozulmaz	boz+Verb^DB+Verb+Pass+Neg+Aor+A3sg
onarabilirsiniz	onar+Verb+Pos^DB+Verb+Able+Aor+A2pl
depolarsanız	depola+Verb+Pos+Aor+Cond+A2pl
yapılandırılır	yapı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
gerçekleştirmez	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus+Neg+Aor+A3sg
döndürülmez	dön+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
karşılaşılırsa	karşılaş+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
inceleyebilirsiniz	incele+Verb+Pos^DB+Verb+Able+Aor+A2pl
çıkarsanız	çık+Verb+Pos+Aor+Cond+A2pl
istemezseniz	iste+Verb+Neg+Aor+Cond+A2pl
etkinleştirilir	etkin+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
doğrulanır	doğrula+Verb^DB+Verb+Pass+Pos+Aor+A3sg
belirlenir	belirle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
onarılır	onar+Verb^DB+Verb+Pass+Pos+Aor+A3sg
güncelleştirir	güncel+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Aor+A3sg
tanınır	tanı+Verb^DB+Verb+Pass+Pos+Aor+A3sg
hazırlar	hazırla+Verb+Pos+Aor+A3sg
sonlandırır	son+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor+A3sg
bulabilir	bul+Verb+Pos^DB+Verb+Able+Aor+A3sg
bulmaz	bul+Verb+Neg+Aor+A3sg
seçmezseniz	seç+Verb+Neg+Aor+Cond+A2pl
yapıştırılır	yapış+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
eklerim	ekle+Verb+Pos+Aor+A1sg
geçebilirsiniz	geç+Verb+Pos^DB+Verb+Able+Aor+A2pl
belirlerseniz	belirle+Verb+Pos+Aor+Cond+A2pl
bulundurur	bulun+Verb^DB+Verb+Caus+Pos+Aor+A3sg
öğrenebilirim	öğren+Verb+Pos^DB+Verb+Able+Aor+A1sg
kaldırabilirim	kal+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A1sg
temizleyemezsiniz	temizle+Verb^DB+Verb+Able+Neg+Aor+A2pl
vazgeçebilir	vazgeç+Verb+Pos^DB+Verb+Able+Aor+A3sg
vazgeçebilirsiniz	vazgeç+Verb+Pos^DB+Verb+Able+Aor+A2pl
başlayabilirsiniz	başla+Verb+Pos^DB+Verb+Able+Aor+A2pl
taşıyamaz	taşı+Verb^DB+Verb+Able+Neg+Aor+A3sg
kesemezsiniz	kes+Verb^DB+Verb+Able+Neg+Aor+A2pl
girebilirsiniz	gir+Verb+Pos^DB+Verb+Able+Aor+A2pl
tanımlanırsa	tanımla+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
doğrulanamazsa	doğrula+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+Cond+A3sg
hizalanır	hizala+Verb^DB+Verb+Pass+Pos+Aor+A3sg
kaydırılmaz	kay+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
algılanır	algıla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
içerilmez	içer+Verb^DB+Verb+Pass+Neg+Aor+A3sg
sıralayamazsınız	sırala+Verb^DB+Verb+Able+Neg+Aor+A2pl
yazdırılır	yaz+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
kapanır	kapa+Verb^DB+Verb+Pass+Pos+Aor+A3sg
duyarsanız	duy+Verb+Pos+Aor+Cond+A2pl
erişebilirsiniz	eriş+Verb+Pos^DB+Verb+Able+Aor+A2pl
birleştirirseniz	birleş+Verb^DB+Verb+Caus+Pos+Aor+Cond+A2pl
edilirse	et+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
gerçekleşmezse	gerçek+Adj^DB+Verb+Become+Neg+Aor+Cond+A3sg
girerseniz	gir+Verb+Pos+Aor+Cond+A2pl
kapatabilir	kapa+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
döndürür	dön+Verb^DB+Verb+Caus+Pos+Aor+A3sg
işaretlenir	işaretle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
kullanabilirim	kullan+Verb+Pos^DB+Verb+Able+Aor+A1sg
görüntülenmeyebilir	görüntüle+Verb^DB+Verb+Pass+Neg^DB+Verb+Able+Aor+A3sg
kapatmaz	kapa+Verb^DB+Verb+Caus+Neg+Aor+A3sg
denetlenir	denetle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
dönüştürülebilir	dönüş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
kaynaklanır	kaynakla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
üretebilir	üre+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
kaydedebilirler	kaydet+Verb+Pos^DB+Verb+Able+Aor+A3pl
görüntüleyebilirler	görüntüle+Verb+Pos^DB+Verb+Able+Aor+A3pl
kurtarabilirsiniz	kurtar+Verb+Pos^DB+Verb+Able+Aor+A2pl
engellersiniz	engelle+Verb+Pos+Aor+A2pl
koruyabilir	koru+Verb+Pos^DB+Verb+Able+Aor+A3sg
unutursanız	unut+Verb+Pos+Aor+Cond+A2pl
açmam	aç+Verb+Neg+Aor+A1sg
korurum	koru+Verb+Pos+Aor+A1sg
çözmezse	çöz+Verb+Neg+Aor+Cond+A3sg
seçerim	seç+Verb+Pos+Aor+A1sg
kapatırsanız	kapa+Verb^DB+Verb+Caus+Pos+Aor+Cond+A2pl
kullanırım	kullan+Verb+Pos+Aor+A1sg
gideremezse	gider+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
değiştirebilirim	değiş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A1sg
gönderebilirim	gönder+Verb+Pos^DB+Verb+Able+Aor+A1sg
ayarlayabilirim	ayarla+Verb+Pos^DB+Verb+Able+Aor+A1sg
yazdırabilirsiniz	yaz+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
gidermezse	gider+Verb+Neg+Aor+Cond+A3sg
oluşturulamaz	oluş+Verb^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
gruplandırılabilir	grup+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
gruplandırılamaz	grup+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
süzebilirsiniz	süz+Verb+Pos^DB+Verb+Able+Aor+A2pl
düzenlenebilir	düzenle+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
taşırsanız	taşı+Verb+Pos+Aor+Cond+A2pl
özetleyebilir	özetle+Verb+Pos^DB+Verb+Able+Aor+A3sg
durdurabilir	dur+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
açarlarsa	aç+Verb+Pos+Aor+A3pl+Cond
gizleyebilirim	gizle+Verb+Pos^DB+Verb+Able+Aor+A1sg
seçebilirim	seç+Verb+Pos^DB+Verb+Able+Aor+A1sg
iyileştirmezse	iyi+Adj^DB+Verb+Become^DB+Verb+Caus+Neg+Aor+Cond+A3sg
etkinleştirirseniz	etkin+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Aor+Cond+A2pl
izleyemezler	izle+Verb^DB+Verb+Able+Neg+Aor+A3pl
çalınırsa	çal+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
dönüştüremez	dönüş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
kaldırılır	kal+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
gizlersiniz	gizle+Verb+Pos+Aor+A2pl
görüntülemeyebilirsiniz	görüntüle+Verb+Neg^DB+Verb+Able+Aor+A2pl
yazdırılmaz	yaz+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
görüntülenemez	görüntüle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
görünmeyebilir	görün+Verb+Neg^DB+Verb+Able+Aor+A3sg
yüklenmez	yükle+Verb^DB+Verb+Pass+Neg+Aor+A3sg
tararsanız	tara+Verb+Pos+Aor+Cond+A2pl
düzeltilebilir	düzel+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
derecelendirebilirsiniz	derece+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
gizleyebilir	gizle+Verb+Pos^DB+Verb+Able+Aor+A3sg
basitleştirebilirsiniz	basit+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
adlandırabilirsiniz	ad+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
gönderirim	gönder+Verb+Pos+Aor+A1sg
eşleşmezse	eş+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Neg+Aor+Cond+A3sg
ilişkilendirilmez	ilişki+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
kaçırırsam	kaç+Verb^DB+Verb+Caus+Pos+Aor+Cond+A1sg
gönderilebilir	gönder+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
değiştirmezsiniz	değiş+Verb^DB+Verb+Caus+Neg+Aor+A2pl
belirleyemezsiniz	belirle+Verb^DB+Verb+Able+Neg+Aor+A2pl
arayabilirim	ara+Verb+Pos^DB+Verb+Able+Aor+A1sg
gruplandırır	grup+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor+A3sg
görebilirim	gör+Verb+Pos^DB+Verb+Able+Aor+A1sg
yansıtılmaz	yansı+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
yansıtılır	yansı+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
çalıştırabilirim	çalış+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A1sg
açabilirim	aç+Verb+Pos^DB+Verb+Able+Aor+A1sg
görüntüleyebilirim	görüntüle+Verb+Pos^DB+Verb+Able+Aor+A1sg
korur	koru+Verb+Pos+Aor+A3sg
hizalanmazsa	hizala+Verb^DB+Verb+Pass+Neg+Aor+Cond+A3sg
çalışmaz	çalış+Verb+Neg+Aor+A3sg
gerektirirse	gerek+Verb^DB+Verb+Caus+Pos+Aor+Cond+A3sg
yaparsanız	yap+Verb+Pos+Aor+Cond+A2pl
özelleştirebilir	özel+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
getirebilir	getir+Verb+Pos^DB+Verb+Able+Aor+A3sg
ettirilebilir	et+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
görürseniz	gör+Verb+Pos+Aor+Cond+A2pl
ilerletirseniz	ilerle+Verb^DB+Verb+Caus+Pos+Aor+Cond+A2pl
ettirebilirsiniz	et+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
etkinleştirebilir	etkin+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
sürebilirsiniz	sür+Verb+Pos^DB+Verb+Able+Aor+A2pl
zorlaştırır	zor+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Aor+A3sg
görünürse	görün+Verb+Pos+Aor+Cond+A3sg
açarsam	aç+Verb+Pos+Aor+Cond+A1sg
eşitleyebilirim	eşitle+Verb+Pos^DB+Verb+Able+Aor+A1sg
eşitlenmez	eşitle+Verb^DB+Verb+Pass+Neg+Aor+A3sg
yerleştiremezseniz	yerleş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+Cond+A2pl
saklanmaz	sakla+Verb^DB+Verb+Pass+Neg+Aor+A3sg
sıralarsanız	sırala+Verb+Pos+Aor+Cond+A2pl
dönerseniz	dön+Verb+Pos+Aor+Cond+A2pl
atarsanız	at+Verb+Pos+Aor+Cond+A2pl
desteklenebilir	destekle+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
görüntülemeyebilir	görüntüle+Verb+Neg^DB+Verb+Able+Aor+A3sg
kaybedilir	kaybet+Verb^DB+Verb+Pass+Pos+Aor+A3sg
girerse	gir+Verb+Pos+Aor+Cond+A3sg
depolanmaz	depola+Verb^DB+Verb+Pass+Neg+Aor+A3sg
açmaz	aç+Verb+Neg+Aor+A3sg
girmezseniz	gir+Verb+Neg+Aor+Cond+A2pl
kırpabilirsiniz	kırp+Verb+Pos^DB+Verb+Able+Aor+A2pl
yüklerim	yükle+Verb+Pos+Aor+A1sg
birleştirebilirsiniz	birleş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
oluşturabilirim	oluş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A1sg
kırpılabilir	kırp+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
göremeyebilirsiniz	gör+Verb^DB+Verb+Able+Neg^DB+Verb+Able+Aor+A2pl
doldurur	dol+Verb^DB+Verb+Caus+Pos+Aor+A3sg
depolanmazlar	depola+Verb^DB+Verb+Pass+Neg+Aor+A3pl
dönüştürülemeyebilir	dönüş+Verb^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Verb+Able+Aor+A3sg
depolayamazsınız	depola+Verb^DB+Verb+Able+Neg+Aor+A2pl
başvurabilirler	başvur+Verb+Pos^DB+Verb+Able+Aor+A3pl
erişilebilirsiniz	eriş+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A2pl
seçer	seç+Verb+Pos+Aor+A3sg
daraltılabilir	daral+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
sürükleyemezsiniz	sürükle+Verb^DB+Verb+Able+Neg+Aor+A2pl
gidebilir	git+Verb+Pos^DB+Verb+Able+Aor+A3sg
çıkabilirsiniz	çık+Verb+Pos^DB+Verb+Able+Aor+A2pl
çizebilirsiniz	çiz+Verb+Pos^DB+Verb+Able+Aor+A2pl
tıklatabilir	tıkla+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
sığar	sığ+Verb+Pos+Aor+A3sg
netleştirebilir	net+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
tutturabilirsiniz	tut+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
getirilebilir	getir+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
silinebilir	sil+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
vurgulanır	vurgula+Verb^DB+Verb+Pass+Pos+Aor+A3sg
edinebilirim	edin+Verb+Pos^DB+Verb+Able+Aor+A1sg
engelleyebilirim	engelle+Verb+Pos^DB+Verb+Able+Aor+A1sg
temizlerim	temizle+Verb+Pos+Aor+A1sg
silerim	sil+Verb+Pos+Aor+A1sg
sayılırlar	say+Verb^DB+Verb+Pass+Pos+Aor+A3pl
hizalayabilirsiniz	hizala+Verb+Pos^DB+Verb+Able+Aor+A2pl
boyutlandırılamaz	boyut+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
kalabalıklaşırsa	kalabalık+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos+Aor+Cond+A3sg
adlandırırsanız	ad+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor+Cond+A2pl
takabilir	tak+Verb+Pos^DB+Verb+Able+Aor+A3sg
taktırabilir	tak+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
etkilenmezler	etkile+Verb^DB+Verb+Pass+Neg+Aor+A3pl
takabilirsiniz	tak+Verb+Pos^DB+Verb+Able+Aor+A2pl
sürdürebilirsiniz	sür+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
anlaşılabilir	anlaş+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
büyütülebilir	büyü+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
ayarlanabilir	ayarla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
bulamazsa	bul+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
çalıştırır	çalış+Verb^DB+Verb+Caus+Pos+Aor+A3sg
çalışmazsa	çalış+Verb+Neg+Aor+Cond+A3sg
dönüşebilir	dönüş+Verb+Pos^DB+Verb+Able+Aor+A3sg
okutturabilir	oku+Verb^DB+Verb+Caus^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
okuyabilirler	oku+Verb+Pos^DB+Verb+Able+Aor+A3pl
ayarlanırsa	ayarla+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
dener	dene+Verb+Pos+Aor+A3sg
başlatırsa	başla+Verb^DB+Verb+Caus+Pos+Aor+Cond+A3sg
başlatmaz	başla+Verb^DB+Verb+Caus+Neg+Aor+A3sg
zorlanır	zorla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
adlandıramazsınız	ad+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
giderebilirsiniz	gider+Verb+Pos^DB+Verb+Able+Aor+A2pl
bırakılabilir	bırak+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
başlatılmaz	başla+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
belirtirseniz	belir+Verb^DB+Verb+Caus+Pos+Aor+Cond+A2pl
sürdürebilir	sür+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
tamamlar	tamamla+Verb+Pos+Aor+A3sg
veremezler	ver+Verb^DB+Verb+Able+Neg+Aor+A3pl
algılanmaz	algıla+Verb^DB+Verb+Pass+Neg+Aor+A3sg
belgeleyebilirsiniz	belgele+Verb+Pos^DB+Verb+Able+Aor+A2pl
başlatamaz	başla+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
kopyalayabilirsiniz	kopyala+Verb+Pos^DB+Verb+Able+Aor+A2pl
başlatılmazsa	başla+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+Cond+A3sg
yazdırabilir	yaz+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
geçerse	geç+Verb+Pos+Aor+Cond+A3sg
kullanamaz	kullan+Verb^DB+Verb+Able+Neg+Aor+A3sg
yapılandıramazsınız	yapı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
seçilmezse	seç+Verb^DB+Verb+Pass+Neg+Aor+Cond+A3sg
döndürülmezse	dön+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+Cond+A3sg
geliştirebilirsiniz	geliş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
