değildir	değil+Verb+Neg+Pres+A3sg+Cop
kazanabileceğidir	kazan+Verb+Pos^DB+Verb+Able^DB+Noun+FutPart+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
artacaktır	art+Verb+Pos+Fut+A3sg+Cop
geciktirecektir	gecik+Verb^DB+Verb+Caus+Pos+Fut+A3sg+Cop
etkileyecektir	etkile+Verb+Pos+Fut+A3sg+Cop
zorlaştıracaktır	zor+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Fut+A3sg+Cop
görülmelidir	gör+Verb^DB+Verb+Pass+Pos+Neces+A3sg+Cop
yaratacaktır	yarat+Verb+Pos+Fut+A3sg+Cop
düşürmüştür	düş+Verb^DB+Verb+Caus+Pos+Narr+A3sg+Cop
patlamıştır	patla+Verb+Pos+Narr+A3sg+Cop
görünmektedir	görün+Verb+Pos+Prog2+A3sg+Cop
görünmemektedir	görün+Verb+Neg+Prog2+A3sg+Cop
olmayacaktır	ol+Verb+Neg+Fut+A3sg+Cop
paraleldirler	paralel+Adj^DB+Verb+Zero+Pres+A3pl+Cop
diğeridir	diğer+Adj^DB+Noun+Zero+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sorunludur	sorun+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
yararınadır	yarar+Noun+A3sg+P3sg+Dat^DB+Verb+Zero+Pres+A3sg+Cop
çalışılmasıdır	çalış+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
reformdur	reform+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
işaretleridir	işaret+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
çekinmemişlerdir	çekin+Verb+Neg+Narr+A3pl+Cop
tehdittir	tehdit+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
konudadır	konu+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
yaptırımlardır	yaptırım+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
bayılmışlardır	bayıl+Verb+Pos+Narr+A3pl+Cop
yemeklerdir	yemek+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
alınmalıdır	al+Verb^DB+Verb+Pass+Pos+Neces+A3sg+Cop
açılmalıdır	aç+Verb^DB+Verb+Pass+Pos+Neces+A3sg+Cop
uygulanmayacaktır	uygula+Verb^DB+Verb+Pass+Neg+Fut+A3sg+Cop
yayınlanmaktadır	yayınla+Verb^DB+Verb+Pass+Pos+Prog2+A3sg+Cop
saygısızlıktır	saygı+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sağlanacaktır	sağla+Verb^DB+Verb+Pass+Pos+Fut+A3sg+Cop
yasaklanmıştır	yasakla+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
kurtulmuştur	kurtul+Verb+Pos+Narr+A3sg+Cop
yüklemektedir	yükle+Verb+Pos+Prog2+A3sg+Cop
edilmektedir	et+Verb^DB+Verb+Pass+Pos+Prog2+A3sg+Cop
yolundadır	yol+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3sg+Cop
meçhuldür	meçhul+Adj^DB+Verb+Zero+Pres+A3sg+Cop
bilinecektir	bil+Verb^DB+Verb+Pass+Pos+Fut+A3sg+Cop
davranmışlardır	davran+Verb+Pos+Narr+A3pl+Cop
milliyetçiliktir	milliyetçilik+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yazılmıştır	yaz+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
ortadadır	orta+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
dayatılmaktadır	daya+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog2+A3sg+Cop
yaşamaktadır	yaşa+Verb+Pos+Prog2+A3sg+Cop
gelmişlerdir	gel+Verb+Pos+Narr+A3pl+Cop
boyundandır	boyun+Noun+A3sg+Pnon+Abl^DB+Verb+Zero+Pres+A3sg+Cop
mensubudur	mensup+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
akrabadırlar	akraba+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
akrabalarımızdır	akraba+Noun+A3pl+P1pl+Nom^DB+Verb+Zero+Pres+A3sg+Cop
boylarıdır	boy+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yerleşmişlerdir	yerleş+Verb+Pos+Narr+A3pl+Cop
akrabalarıdır	akraba+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
başlamışlardır	başla+Verb+Pos+Narr+A3pl+Cop
güçlendirmesidir	güç+Adj^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
vuracaktır	vur+Verb+Pos+Fut+A3sg+Cop
itecektir	it+Verb+Pos+Fut+A3sg+Cop
açacaktır	aç+Verb+Pos+Fut+A3sg+Cop
örneğidir	örnek+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
ulaşmıştır	ulaş+Verb+Pos+Narr+A3sg+Cop
genişletilmelidir	genişle+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Neces+A3sg+Cop
etmişimdir	et+Verb+Pos+Narr+A1sg+Cop
bulmuştur	bul+Verb+Pos+Narr+A3sg+Cop
fırsattır	fırsat+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
onaylamıştır	onayla+Verb+Pos+Narr+A3sg+Cop
başlanacaktır	başla+Verb^DB+Verb+Pass+Pos+Fut+A3sg+Cop
oluşturulmasıdır	oluş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
değinmelidir	değin+Verb+Pos+Neces+A3sg+Cop
projesidir	proje+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
girmiştir	gir+Verb+Pos+Narr+A3sg+Cop
verilmesidir	ver+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
vermektedir	ver+Verb+Pos+Prog2+A3sg+Cop
rastlanmaktadır	rastla+Verb^DB+Verb+Pass+Pos+Prog2+A3sg+Cop
dağıtılmaktadır	dağıt+Verb^DB+Verb+Pass+Pos+Prog2+A3sg+Cop
görülmektedir	gör+Verb^DB+Verb+Pass+Pos+Prog2+A3sg+Cop
gelmemektedir	gel+Verb+Neg+Prog2+A3sg+Cop
yüksektir	yüksek+Adj^DB+Verb+Zero+Pres+A3sg+Cop
yapmaktır	yap+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
ulaşılmaktadır	ulaş+Verb^DB+Verb+Pass+Pos+Prog2+A3sg+Cop
etmektedirler	et+Verb+Pos+Prog2+A3pl+Cop
alınmasıdır	alın+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
başlayacaktır	başla+Verb+Pos+Fut+A3sg+Cop
belirtilmiştir	belir+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+A3sg+Cop
alacaktır	al+Verb+Pos+Fut+A3sg+Cop
haftadır	hafta+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yapılmalıdır	yap+Verb^DB+Verb+Pass+Pos+Neces+A3sg+Cop
edilmelidir	et+Verb^DB+Verb+Pass+Pos+Neces+A3sg+Cop
lastiklerdir	lastik+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
otomobildir	otomobil+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
gözükmesidir	gözük+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
aşkımdır	aşk+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg+Cop
garantisidir	garanti+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
istikbalidir	istikbal+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
ağlamasıdır	ağla+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
işidir	iş+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
neşelenmesidir	neşe+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
bedeldir	bedel+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kullanılmıştır	kullan+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
oksimorondur	oksimoron+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
cinstendir	cins+Noun+A3sg+Pnon+Abl^DB+Verb+Zero+Pres+A3sg+Cop
sebzedir	sebze+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
bezelyelerdir	bezelye+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
ülküsüdür	ülkü+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yoldur	yol+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
tehlikesidir	tehlike+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kanıtıdır	kanıt+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yöneltilmiştir	yönel+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+A3sg+Cop
yaşıyorlardır	yaşa+Verb+Pos+Prog1+A3pl+Cop
stoperdir	stoper+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
onaylanmıştır	onayla+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
karşılanacaktır	karşıla+Verb^DB+Verb+Pass+Pos+Fut+A3sg+Cop
almayacaktır	al+Verb+Neg+Fut+A3sg+Cop
başlangıcıdır	başlangıç+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kardeşliğidir	kardeş+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yanlışlıktır	yanlış+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
vericidir	verici+Adj^DB+Verb+Zero+Pres+A3sg+Cop
yapmalıdır	yap+Verb+Pos+Neces+A3sg+Cop
bayramdır	bayram+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
dertlidir	dert+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
ödevdir	ödev+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
penaltıdır	penaltı+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yöneticilerdir	yönet+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
indir	in+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
ünlüdür	ün+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
tatlıdır	tat+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
ekşidir	ekşi+Adj^DB+Verb+Zero+Pres+A3sg+Cop
tanedir	tane+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
torunumdur	torun+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg+Cop
doktordur	doktor+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
dostumdur	dost+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg+Cop
işarettir	işaret+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
görülmemiştir	gör+Verb^DB+Verb+Pass+Neg+Narr+A3sg+Cop
dehadır	deha+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
incelemiştir	incele+Verb+Pos+Narr+A3sg+Cop
örtüşmektedir	örtüş+Verb+Pos+Prog2+A3sg+Cop
yaşatacaktır	yaşa+Verb^DB+Verb+Caus+Pos+Fut+A3sg+Cop
kaldırmaktadır	kaldır+Verb+Pos+Prog2+A3sg+Cop
ayarlamadır	ayarla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
görmemiştir	gör+Verb+Neg+Narr+A3sg+Cop
çıkarmasıdır	çık+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
hareketliliktir	hareket+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Ness+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
hastalığıdır	hastalık+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
evrenseldir	evrensel+Adj^DB+Verb+Zero+Pres+A3sg+Cop
olmuşuzdur	ol+Verb+Pos+Narr+A1pl+Cop
neresidir	nere+Pron+Ques+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
tamamdır	tamam+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
laiktir	laik+Adj^DB+Verb+Zero+Pres+A3sg+Cop
geçirmelidirler	geç+Verb^DB+Verb+Caus+Pos+Neces+A3pl+Cop
saldırıdır	saldırı+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yetmeyecektir	yet+Verb+Neg+Fut+A3sg+Cop
anahtarıdır	anahtar+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
harcamıştır	harca+Verb+Pos+Narr+A3sg+Cop
göndertmiştir	gönder+Verb^DB+Verb+Caus+Pos+Narr+A3sg+Cop
yüreklendirmiştir	yürek+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Narr+A3sg+Cop
gitmelidir	git+Verb+Pos+Neces+A3sg+Cop
alanlardır	al+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
söylemlerimdir	söylem+Noun+A3pl+P1sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sözlerimdir	söz+Noun+A3pl+P1sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
zannedilmemelidir	zannet+Verb^DB+Verb+Pass+Neg+Neces+A3sg+Cop
yaratmıştır	yarat+Verb+Pos+Narr+A3sg+Cop
gereğidir	gerek+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
gariptir	garip+Adj^DB+Verb+Zero+Pres+A3sg+Cop
yerindedir	yerinde+Adj^DB+Verb+Zero+Pres+A3sg+Cop
isabetlidir	isabet+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
sayılmamalıdır	say+Verb^DB+Verb+Pass+Neg+Neces+A3sg+Cop
niteliktedir	nitelik+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
bilinmektedir	bil+Verb^DB+Verb+Pass+Pos+Prog2+A3sg+Cop
sürdürmelidir	sür+Verb^DB+Verb+Caus+Pos+Neces+A3sg+Cop
kalıcıdır	kal+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kazanmaktır	kazan+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
derttedir	dert+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
varılmıştır	var+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
götürmektir	götür+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
çalışmalarıdır	çalış+Verb+Pos^DB+Noun+Inf2+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
denetlenmesidir	denetle+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
ortamdır	ortam+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
basamaktır	basamak+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
tabidir	tabi+Adj^DB+Verb+Zero+Pres+A3sg+Cop
izlenmiştir	izle+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
büyüğümdür	büyük+Adj^DB+Noun+Zero+A3sg+P1sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
doğaldır	doğal+Adj^DB+Verb+Zero+Pres+A3sg+Cop
göstermektir	göster+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
açmıştır	aç+Verb+Pos+Narr+A3sg+Cop
eşidir	eş+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
ermiştir	er+Verb+Pos+Narr+A3sg+Cop
göndermelidir	gönder+Verb+Pos+Neces+A3sg+Cop
baldır	bal+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
gündemdedir	gündem+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
yetmiştir	yet+Verb+Pos+Narr+A3sg+Cop
koparacaktır	kop+Verb^DB+Verb+Caus+Pos+Fut+A3sg+Cop
kutlayacaktır	kutla+Verb+Pos+Fut+A3sg+Cop
kutlamaktır	kutla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yetecektir	yet+Verb+Pos+Fut+A3sg+Cop
görüşüdür	gör+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
cilasıdır	cila+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
zikirdir	zikir+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
onundur	o+Pron+Demons+A3sg+Pnon+Gen^DB+Verb+Zero+Pres+A3sg+Cop
odur	o+Pron+Demons+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sudur	su+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yapılmamıştır	yap+Verb^DB+Verb+Pass+Neg+Narr+A3sg+Cop
makamıdır	makam+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kurtulmalıdır	kurtul+Verb+Pos+Neces+A3sg+Cop
tamamlamalıdır	tamamla+Verb+Pos+Neces+A3sg+Cop
getirilmelidir	getir+Verb^DB+Verb+Pass+Pos+Neces+A3sg+Cop
verilmelidir	ver+Verb^DB+Verb+Pass+Pos+Neces+A3sg+Cop
kaçırılmamalıdır	kaç+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Neces+A3sg+Cop
duymaktadır	duy+Verb+Pos+Prog2+A3sg+Cop
genişletecektir	genişle+Verb^DB+Verb+Caus+Pos+Fut+A3sg+Cop
çıkarmaktadır	çık+Verb^DB+Verb+Caus+Pos+Prog2+A3sg+Cop
idealidir	ideal+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
projedir	proje+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
politikadır	politika+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
uyarlanacaktır	uyarla+Verb^DB+Verb+Pass+Pos+Fut+A3sg+Cop
üyeliğidir	üye+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sınanacaktır	sına+Verb^DB+Verb+Pass+Pos+Fut+A3sg+Cop
gerçekleştirmiştir	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Narr+A3sg+Cop
yapılamamıştır	yap+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Narr+A3sg+Cop
kalınmıştır	kal+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
görülmemelidir	gör+Verb^DB+Verb+Pass+Neg+Neces+A3sg+Cop
sistemidir	sistem+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
mevcuttur	mevcut+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
düşünülmektedir	düşün+Verb^DB+Verb+Pass+Pos+Prog2+A3sg+Cop
gerektirmektedir	gerek+Verb^DB+Verb+Caus+Pos+Prog2+A3sg+Cop
özledir	öz+Noun+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A3sg+Cop
etkenlerdir	etken+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
planıdır	plan+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
öğretmiştir	öğret+Verb+Pos+Narr+A3sg+Cop
kimsedir	kimse+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kopmaktadır	kop+Verb+Pos+Prog2+A3sg+Cop
vazgeçmemelidir	vazgeç+Verb+Neg+Neces+A3sg+Cop
üzücüdür	üz+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
zorundadır	zor+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3sg+Cop
kulübüdür	kulüp+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
belgesidir	belge+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
neredendir	nere+Pron+Ques+A3sg+Pnon+Abl^DB+Verb+Zero+Pres+A3sg+Cop
almışımdır	al+Verb+Pos+Narr+A1sg+Cop
özeldir	özel+Adj^DB+Verb+Zero+Pres+A3sg+Cop
değerlidir	değer+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
tasarımlarıdır	tasarım+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
elbisesidir	elbise+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
dondurmadır	don+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
veriyordur	ver+Verb+Pos+Prog1+A3sg+Cop
öğreticidir	öğret+Verb+Pos^DB+Adj+Agt^DB+Verb+Zero+Pres+A3sg+Cop
göstermemiştir	göster+Verb+Neg+Narr+A3sg+Cop
ayırmamıştır	ayır+Verb+Neg+Narr+A3sg+Cop
hakkımızdır	hak+Noun+A3sg+P1pl+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sahiplenicidirler	sahiplen+Verb+Pos^DB+Adj+Agt^DB+Verb+Zero+Pres+A3pl+Cop
bırakmasıdır	bırak+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
işadamıdır	işadamı+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
götürecektir	götür+Verb+Pos+Fut+A3sg+Cop
yaşamalıdır	yaşa+Verb+Pos+Neces+A3sg+Cop
değiştirmiştir	değiş+Verb^DB+Verb+Caus+Pos+Narr+A3sg+Cop
uzaktır	uzak+Adj^DB+Verb+Zero+Pres+A3sg+Cop
kaptırmışlardır	kap+Verb^DB+Verb+Caus+Pos+Narr+A3pl+Cop
anlatıvermiştir	anla+Verb^DB+Verb+Caus+Pos^DB+Verb+Hastily+Narr+A3sg+Cop
dikkatlidir	dikkat+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
değişmiştir	değiş+Verb+Pos+Narr+A3sg+Cop
gelmemiştir	gel+Verb+Neg+Narr+A3sg+Cop
günüdür	gün+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
etmişizdir	et+Verb+Pos+Narr+A1pl+Cop
değişmesidir	değiş+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
edinmesidir	edin+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
bilmelidir	bil+Verb+Pos+Neces+A3sg+Cop
kazandırmaktadır	kazan+Verb^DB+Verb+Caus+Pos+Prog2+A3sg+Cop
uyanmaktır	uyan+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
gidermelidir	gider+Verb+Pos+Neces+A3sg+Cop
yaşanmaktadır	yaşa+Verb^DB+Verb+Pass+Pos+Prog2+A3sg+Cop
çözecektir	çöz+Verb+Pos+Fut+A3sg+Cop
ücrettir	ücret+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
gitmemektedir	git+Verb+Neg+Prog2+A3sg+Cop
inilmiştir	in+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
giderilmesidir	gider+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kaldırılmalıdır	kaldır+Verb^DB+Verb+Pass+Pos+Neces+A3sg+Cop
rejimidir	rejim+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
bizdedir	biz+Pron+Pers+A1pl+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
hükümettedir	hükümet+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
derecededir	derece+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
indirmektedir	in+Verb^DB+Verb+Caus+Pos+Prog2+A3sg+Cop
mucizedir	mucize+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
geciktirmektedir	gecik+Verb^DB+Verb+Caus+Pos+Prog2+A3sg+Cop
bastır	bas+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
davranmaktır	davran+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
fiyatlardır	fiyat+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
sergilemektedir	sergile+Verb+Pos+Prog2+A3sg+Cop
akrabasıdır	akraba+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
millettir	millet+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
