bulunuyor	bulun+Verb+Pos+Prog1+A3sg
harcıyoruz	harca+Verb+Pos+Prog1+A1pl
copluyor	copla+Verb+Pos+Prog1+A3sg
giyiyorsanız	giy+Verb+Pos+Prog1+Cond+A2pl
ediliyorsa	et+Verb^DB+Verb+Pass+Pos+Prog1+Cond+A3sg
doyamıyorum	doy+Verb^DB+Verb+Able+Neg+Prog1+A1sg
kırıyorlar	kır+Verb+Pos+Prog1+A3pl
güvenmiyor	güven+Verb+Neg+Prog1+A3sg
yürütüyor	yürü+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
destekliyor	destekle+Verb+Pos+Prog1+A3sg
çalıyorlar	çal+Verb+Pos+Prog1+A3pl
çağrıştırmıyor	çağrış+Verb^DB+Verb+Caus+Neg+Prog1+A3sg
ulaşıyorsun	ulaş+Verb+Pos+Prog1+A2sg
sevmiyorsam	sev+Verb+Neg+Prog1+Cond+A1sg
kaybedebiliyorum	kaybet+Verb+Pos^DB+Verb+Able+Prog1+A1sg
boğuşuyor	boğ+Verb^DB+Verb+Recip+Pos+Prog1+A3sg
kolaylaştırıyor	kolay+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Prog1+A3sg
gözlüyorsanız	gözle+Verb+Pos+Prog1+Cond+A2pl
direniyor	diren+Verb+Pos+Prog1+A3sg
sürükleniyor	sürükle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
özetliyoruz	özetle+Verb+Pos+Prog1+A1pl
ekiyorum	ek+Verb+Pos+Prog1+A1sg
bozmuyor	boz+Verb+Neg+Prog1+A3sg
konuşuyoruz	konuş+Verb+Pos+Prog1+A1pl
uyarıyorlar	uyar+Verb+Pos+Prog1+A3pl
yazılıyor	yaz+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
ilgilenmiyor	ilgilen+Verb+Neg+Prog1+A3sg
kapatıyorlar	kapa+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
gönderiliyorlar	gönder+Verb^DB+Verb+Pass+Pos+Prog1+A3pl
aklanıyorlar	akla+Verb^DB+Verb+Pass+Pos+Prog1+A3pl
ulaşıyorlar	ulaş+Verb+Pos+Prog1+A3pl
sağlayamıyor	sağla+Verb^DB+Verb+Able+Neg+Prog1+A3sg
taşıyoruz	taş+Verb+Pos+Prog1+A1pl
bilemiyorlar	bil+Verb^DB+Verb+Able+Neg+Prog1+A3pl
gitmiyorlar	git+Verb+Neg+Prog1+A3pl
davranıyorlar	davran+Verb+Pos+Prog1+A3pl
sağlayamıyorlar	sağla+Verb^DB+Verb+Able+Neg+Prog1+A3pl
kestiremiyorum	kes+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A1sg
sergiliyor	sergile+Verb+Pos+Prog1+A3sg
paylaşıyoruz	paylaş+Verb+Pos+Prog1+A1pl
gelemiyor	gel+Verb^DB+Verb+Able+Neg+Prog1+A3sg
reddediyor	reddet+Verb+Pos+Prog1+A3sg
soyutluyor	soyutla+Verb+Pos+Prog1+A3sg
yaşıyorsunuz	yaşa+Verb+Pos+Prog1+A2pl
ekliyorlar	ekle+Verb+Pos+Prog1+A3pl
başvuruyor	başvur+Verb+Pos+Prog1+A3sg
alınıyorsunuz	al+Verb^DB+Verb+Pass+Pos+Prog1+A2pl
güveniyoruz	güven+Verb+Pos+Prog1+A1pl
seçiyor	seç+Verb+Pos+Prog1+A3sg
açmıyor	aç+Verb+Neg+Prog1+A3sg
kullanabiliyor	kullan+Verb+Pos^DB+Verb+Able+Prog1+A3sg
sağlamlaştırılıyor	sağlam+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
kullanılabiliyor	kullan+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
tutturuluyor	tut+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
koyuluyor	koy+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
seçiyorlar	seç+Verb+Pos+Prog1+A3pl
bağlanıyor	bağla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
düşmüyor	düş+Verb+Neg+Prog1+A3sg
çıkartılıyor	çık+Verb^DB+Verb+Caus^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
vurguluyorlar	vurgula+Verb+Pos+Prog1+A3pl
istemiyorsunuz	iste+Verb+Neg+Prog1+A2pl
giyiniyorsunuz	giy+Verb^DB+Verb+Reflex+Pos+Prog1+A2pl
giyiniyor	giy+Verb^DB+Verb+Reflex+Pos+Prog1+A3sg
izliyorsunuz	izle+Verb+Pos+Prog1+A2pl
esinlenebiliyorsunuz	esinle+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A2pl
edebiliyorsunuz	et+Verb+Pos^DB+Verb+Able+Prog1+A2pl
boyuyor	boya+Verb+Pos+Prog1+A3sg
seviyorlar	sev+Verb+Pos+Prog1+A3pl
yumuşatıyorlar	yumuşa+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
siliniyor	sil+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
değiştirmiyor	değiş+Verb^DB+Verb+Caus+Neg+Prog1+A3sg
iniyor	in+Verb+Pos+Prog1+A3sg
yorumluyor	yorumla+Verb+Pos+Prog1+A3sg
tamamlanıyor	tamamla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
oynuyorum	oyna+Verb+Pos+Prog1+A1sg
büyüyorum	büyü+Verb+Pos+Prog1+A1sg
akıllanıyorsunuz	akıl+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Prog1+A2pl
yoruluyorum	yor+Verb^DB+Verb+Pass+Pos+Prog1+A1sg
bağdaştırıyorum	bağdaş+Verb^DB+Verb+Caus+Pos+Prog1+A1sg
bayılıyorum	bayıl+Verb+Pos+Prog1+A1sg
geliştiriyor	geliş+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
beğenmiyorum	beğen+Verb+Neg+Prog1+A1sg
beğenmiyor	beğen+Verb+Neg+Prog1+A3sg
inatlaşıyor	inat+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos+Prog1+A3sg
sorguluyor	sorgula+Verb+Pos+Prog1+A3sg
giyiyorum	giy+Verb+Pos+Prog1+A1sg
bağlıyorum	bağla+Verb+Pos+Prog1+A1sg
giymiyorum	giy+Verb+Neg+Prog1+A1sg
seçiyorum	seç+Verb+Pos+Prog1+A1sg
takıyorum	tak+Verb+Pos+Prog1+A1sg
soramıyorsun	sor+Verb^DB+Verb+Able+Neg+Prog1+A2sg
şişmanlıyorum	şişmanla+Verb+Pos+Prog1+A1sg
tartışıyor	tartış+Verb+Pos+Prog1+A3sg
karıştırmıyorum	karış+Verb^DB+Verb+Caus+Neg+Prog1+A1sg
geçiriyorsan	geç+Verb^DB+Verb+Caus+Pos+Prog1+Cond+A2sg
susturuyorsun	sus+Verb^DB+Verb+Caus+Pos+Prog1+A2sg
uyumuyor	uyu+Verb+Neg+Prog1+A3sg
kalıyorum	kal+Verb+Pos+Prog1+A1sg
soramıyorum	sor+Verb^DB+Verb+Able+Neg+Prog1+A1sg
ilgileniyorsun	ilgilen+Verb+Pos+Prog1+A2sg
kaplıyor	kapla+Verb+Pos+Prog1+A3sg
gizlemiyor	gizle+Verb+Neg+Prog1+A3sg
sarılıyorsunuz	sar+Verb^DB+Verb+Pass+Pos+Prog1+A2pl
izleniyor	izle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
izleniyoruz	izle+Verb^DB+Verb+Pass+Pos+Prog1+A1pl
konuşuyorsam	konuş+Verb+Pos+Prog1+Cond+A1sg
karşılayabiliyorsunuz	karşıla+Verb+Pos^DB+Verb+Able+Prog1+A2pl
kazanıyorsunuz	kazan+Verb+Pos+Prog1+A2pl
yıpratıyor	yıprat+Verb+Pos+Prog1+A3sg
besleniyor	besle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
tüketmiyor	tüket+Verb+Neg+Prog1+A3sg
etkilemiyor	etkile+Verb+Neg+Prog1+A3sg
götürüyorum	götür+Verb+Pos+Prog1+A1sg
bilemiyoruz	bil+Verb^DB+Verb+Able+Neg+Prog1+A1pl
giriliyor	gir+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
havlıyorlar	havla+Verb+Pos+Prog1+A3pl
giriyoruz	gir+Verb+Pos+Prog1+A1pl
koyulaşıyor	koyu+Adj^DB+Verb+Become+Pos+Prog1+A3sg
öfkeleniyor	öfke+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Prog1+A3sg
çiziyor	çiz+Verb+Pos+Prog1+A3sg
paylaşıyor	paylaş+Verb+Pos+Prog1+A3sg
uyuyabiliyor	uyu+Verb+Pos^DB+Verb+Able+Prog1+A3sg
ayıklıyor	ayıkla+Verb+Pos+Prog1+A3sg
değdiriyorlar	değ+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
savaşıyoruz	savaş+Verb+Pos+Prog1+A1pl
ölüyorsun	öl+Verb+Pos+Prog1+A2sg
sayıklıyor	sayıkla+Verb+Pos+Prog1+A3sg
övünüyor	övün+Verb+Pos+Prog1+A3sg
zannediyorlar	zannet+Verb+Pos+Prog1+A3pl
yayınlayamıyoruz	yayınla+Verb^DB+Verb+Able+Neg+Prog1+A1pl
içiyoruz	iç+Verb+Pos+Prog1+A1pl
yiyorum	ye+Verb+Pos+Prog1+A1sg
patlıyor	patla+Verb+Pos+Prog1+A3sg
çekiyoruz	çek+Verb+Pos+Prog1+A1pl
şişiriyorsa	şiş+Verb^DB+Verb+Caus+Pos+Prog1+Cond+A3sg
ilerlemiyor	ilerle+Verb+Neg+Prog1+A3sg
yoluyorum	yol+Verb+Pos+Prog1+A1sg
yetişemiyorum	yetiş+Verb^DB+Verb+Able+Neg+Prog1+A1sg
ulaşabiliyorum	ulaş+Verb+Pos^DB+Verb+Able+Prog1+A1sg
atmıyor	at+Verb+Neg+Prog1+A3sg
eğleniyor	eğle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
eğleniyorum	eğlen+Verb+Pos+Prog1+A1sg
oturmuyor	otur+Verb+Neg+Prog1+A3sg
tavlıyorsunuz	tavla+Verb+Pos+Prog1+A2pl
tanımlıyorsunuz	tanımla+Verb+Pos+Prog1+A2pl
benziyorlar	benze+Verb+Pos+Prog1+A3pl
gidemiyorum	git+Verb^DB+Verb+Able+Neg+Prog1+A1sg
koşuyorum	koş+Verb+Pos+Prog1+A1sg
ölüyorum	öl+Verb+Pos+Prog1+A1sg
heyecanlandırıyor	heyecan+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Prog1+A3sg
bekleniyorsunuz	bekle+Verb^DB+Verb+Pass+Pos+Prog1+A2pl
yazmıyorlar	yaz+Verb+Neg+Prog1+A3pl
ilgilenmiyorsam	ilgilen+Verb+Neg+Prog1+Cond+A1sg
şişiyorsa	şiş+Verb+Pos+Prog1+Cond+A3sg
yazıyorsunuz	yaz+Verb+Pos+Prog1+A2pl
kullanmıyorlar	kullan+Verb+Neg+Prog1+A3pl
kuruyoruz	kur+Verb+Pos+Prog1+A1pl
kalabiliyorsunuz	kal+Verb+Pos^DB+Verb+Able+Prog1+A2pl
kalıyorsun	kal+Verb+Pos+Prog1+A2sg
yazıyorlar	yaz+Verb+Pos+Prog1+A3pl
yutuyorlar	yut+Verb+Pos+Prog1+A3pl
tükenmiyor	tüken+Verb+Neg+Prog1+A3sg
yazabiliyor	yaz+Verb+Pos^DB+Verb+Able+Prog1+A3sg
satıyor	sat+Verb+Pos+Prog1+A3sg
terliyor	terle+Verb+Pos+Prog1+A3sg
yiyemiyorlar	ye+Verb^DB+Verb+Able+Neg+Prog1+A3pl
kıskanıyorlar	kıskan+Verb+Pos+Prog1+A3pl
yiyorlar	ye+Verb+Pos+Prog1+A3pl
düşünüyorsan	düşün+Verb+Pos+Prog1+Cond+A2sg
koymuyorlar	koy+Verb+Neg+Prog1+A3pl
çekmiyor	çek+Verb+Neg+Prog1+A3sg
tartışıyorlar	tartış+Verb+Pos+Prog1+A3pl
kesiyorum	kes+Verb+Pos+Prog1+A1sg
utanmıyorum	utan+Verb+Neg+Prog1+A1sg
becerebiliyorum	becer+Verb+Pos^DB+Verb+Able+Prog1+A1sg
verebiliyorum	ver+Verb+Pos^DB+Verb+Able+Prog1+A1sg
bekleniyorsa	bekle+Verb^DB+Verb+Pass+Pos+Prog1+Cond+A3sg
görünüyorsun	görün+Verb+Pos+Prog1+A2sg
zannediyorum	zannet+Verb+Pos+Prog1+A1sg
yaşayamıyor	yaşa+Verb^DB+Verb+Able+Neg+Prog1+A3sg
paylaşamıyor	paylaş+Verb^DB+Verb+Able+Neg+Prog1+A3sg
zorlanıyorum	zorla+Verb^DB+Verb+Pass+Pos+Prog1+A1sg
söylenemiyor	söyle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+A3sg
azaltmıyor	azal+Verb^DB+Verb+Caus+Neg+Prog1+A3sg
doğuyor	doğ+Verb+Pos+Prog1+A3sg
başaramıyor	başar+Verb^DB+Verb+Able+Neg+Prog1+A3sg
kaybediliyor	kaybet+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
yaşlanıyor	yaş+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Prog1+A3sg
uygulanamıyor	uygula+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+A3sg
yararlanamıyor	yarar+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Able+Neg+Prog1+A3sg
yavaşlıyor	yavaşla+Verb+Pos+Prog1+A3sg
kaçabiliyor	kaç+Verb+Pos^DB+Verb+Able+Prog1+A3sg
yasallaşıyor	yasal+Adj^DB+Verb+Become+Pos+Prog1+A3sg
hastalanıyor	hastalan+Verb+Pos+Prog1+A3sg
sonuçlanıyor	sonuç+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Prog1+A3sg
yaşatıyorlar	yaşa+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
tıngırdatıyor	tıngırda+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
besteliyor	bestele+Verb+Pos+Prog1+A3sg
üstleniyor	üstlen+Verb+Pos+Prog1+A3sg
üretiyor	üre+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
söylemiyorlar	söyle+Verb+Neg+Prog1+A3pl
üretiyorlar	üre+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
tanımlıyorlar	tanımla+Verb+Pos+Prog1+A3pl
görüyorlar	gör+Verb+Pos+Prog1+A3pl
çalıyorum	çal+Verb+Pos+Prog1+A1sg
çalıyoruz	çal+Verb+Pos+Prog1+A1pl
çalmıyorum	çal+Verb+Neg+Prog1+A1sg
çalabiliyorum	çal+Verb+Pos^DB+Verb+Able+Prog1+A1sg
olmuyoruz	ol+Verb+Neg+Prog1+A1pl
coşuyoruz	coş+Verb+Pos+Prog1+A1pl
düşünmüyorlar	düşün+Verb+Neg+Prog1+A3pl
hazırlıyoruz	hazırla+Verb+Pos+Prog1+A1pl
kullanıyoruz	kullan+Verb+Pos+Prog1+A1pl
iletebiliyoruz	ilet+Verb+Pos^DB+Verb+Able+Prog1+A1pl
seyrediyorsanız	seyret+Verb+Pos+Prog1+Cond+A2pl
amaçlıyor	amaçla+Verb+Pos+Prog1+A3sg
öğütüyor	öğüt+Verb+Pos+Prog1+A3sg
kazandırıyor	kazan+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
ayrılıyorum	ayır+Verb^DB+Verb+Pass+Pos+Prog1+A1sg
harcıyorum	harca+Verb+Pos+Prog1+A1sg
harcayabiliyorum	harca+Verb+Pos^DB+Verb+Able+Prog1+A1sg
başlayabiliyor	başla+Verb+Pos^DB+Verb+Able+Prog1+A3sg
yapabiliyorum	yap+Verb+Pos^DB+Verb+Able+Prog1+A1sg
eğitiyor	eğit+Verb+Pos+Prog1+A3sg
gerekmiyor	gerek+Verb+Neg+Prog1+A3sg
beklemiyoruz	bekle+Verb+Neg+Prog1+A1pl
kaydediyor	kaydet+Verb+Pos+Prog1+A3sg
bağdaştırılabiliyor	bağdaş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
bilgilendiriliyor	bilgi+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
değiniyor	değin+Verb+Pos+Prog1+A3sg
öğretiliyor	öğret+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
öğreniyorlar	öğren+Verb+Pos+Prog1+A3pl
farklılaşıyor	fark+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Become+Pos+Prog1+A3sg
kalıyorsunuz	kal+Verb+Pos+Prog1+A2pl
etmiyorsunuz	et+Verb+Neg+Prog1+A2pl
yemiyorsa	ye+Verb+Neg+Prog1+Cond+A3sg
alamıyorsanız	al+Verb^DB+Verb+Able+Neg+Prog1+Cond+A2pl
atlıyor	atla+Verb+Pos+Prog1+A3sg
yitiriyor	yit+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
kurtarıyor	kurtar+Verb+Pos+Prog1+A3sg
aktarıyoruz	aktar+Verb+Pos+Prog1+A1pl
yıpratıyorum	yıprat+Verb+Pos+Prog1+A1sg
düşünülüyor	düşün+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
çabalıyor	çabala+Verb+Pos+Prog1+A3sg
unutamıyor	unut+Verb^DB+Verb+Able+Neg+Prog1+A3sg
kabullenemiyor	kabullen+Verb^DB+Verb+Able+Neg+Prog1+A3sg
ekliyor	ekle+Verb+Pos+Prog1+A3sg
harcıyorsunuz	harca+Verb+Pos+Prog1+A2pl
yatırıyor	yat+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
belirtiyorlar	belir+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
gönderiyorum	gönder+Verb+Pos+Prog1+A1sg
yapamıyorsunuz	yap+Verb^DB+Verb+Able+Neg+Prog1+A2pl
kaçıyor	kaç+Verb+Pos+Prog1+A3sg
kınıyoruz	kına+Verb+Pos+Prog1+A1pl
biçiyor	biç+Verb+Pos+Prog1+A3sg
çarpılıyor	çarp+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
eleştiriyorsanız	eleştir+Verb+Pos+Prog1+Cond+A2pl
ödüllendiriliyorsunuz	ödül+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A2pl
yazıyoruz	yaz+Verb+Pos+Prog1+A1pl
gösteriliyor	göster+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
belirliyorsa	belirle+Verb+Pos+Prog1+Cond+A3sg
duyuyoruz	duy+Verb+Pos+Prog1+A1pl
düzeltiyor	düzel+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
naklediyor	naklet+Verb+Pos+Prog1+A3sg
gözleniyor	gözle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
yakınıyorlar	yakın+Verb+Pos+Prog1+A3pl
taşıyorsa	taş+Verb+Pos+Prog1+Cond+A3sg
almıyorum	al+Verb+Neg+Prog1+A1sg
izleyebiliyor	izle+Verb+Pos^DB+Verb+Able+Prog1+A3sg
eleştiriliyor	eleştir+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
adlandırılıyor	ad+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
yürüyor	yürü+Verb+Pos+Prog1+A3sg
yırtıyorlar	yırt+Verb+Pos+Prog1+A3pl
yumuyor	yum+Verb+Pos+Prog1+A3sg
geziniyor	gezin+Verb+Pos+Prog1+A3sg
savunabiliyor	savun+Verb+Pos^DB+Verb+Able+Prog1+A3sg
bulabiliyor	bul+Verb+Pos^DB+Verb+Able+Prog1+A3sg
hissediliyor	hisset+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
yöneliyor	yönel+Verb+Pos+Prog1+A3sg
kastediyorsunuz	kastet+Verb+Pos+Prog1+A2pl
kazanabiliyor	kazan+Verb+Pos^DB+Verb+Able+Prog1+A3sg
görüşüyoruz	görüş+Verb+Pos+Prog1+A1pl
anlayabiliyor	anla+Verb+Pos^DB+Verb+Able+Prog1+A3sg
fırlamıyor	fırla+Verb+Neg+Prog1+A3sg
tıkıyor	tıka+Verb+Pos+Prog1+A3sg
yürüyemiyor	yürü+Verb^DB+Verb+Able+Neg+Prog1+A3sg
yapıyorsun	yap+Verb+Pos+Prog1+A2sg
oluşturuyoruz	oluş+Verb^DB+Verb+Caus+Pos+Prog1+A1pl
olunmuyor	ol+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
yetiyorsa	yet+Verb+Pos+Prog1+Cond+A3sg
evleniyor	evlen+Verb+Pos+Prog1+A3sg
yapılabiliyor	yap+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
bindiriyor	bin+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
uğruyor	uğra+Verb+Pos+Prog1+A3sg
yansıtıyor	yansı+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
kullanabiliyoruz	kullan+Verb+Pos^DB+Verb+Able+Prog1+A1pl
hoşlanmıyor	hoşlan+Verb+Neg+Prog1+A3sg
ödüyorsunuz	öde+Verb+Pos+Prog1+A2pl
yansıtıyorlar	yansı+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
araklayıveriyorlar	arakla+Verb+Pos^DB+Verb+Hastily+Prog1+A3pl
göstermiyorlar	göster+Verb+Neg+Prog1+A3pl
küçülüyor	küçül+Verb+Pos+Prog1+A3sg
yayılıyor	yay+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
dönüşmüyor	dönüş+Verb+Neg+Prog1+A3sg
umuyoruz	um+Verb+Pos+Prog1+A1pl
hedefliyoruz	hedefle+Verb+Pos+Prog1+A1pl
hedefliyorsa	hedefle+Verb+Pos+Prog1+Cond+A3sg
yetiştiriyor	yetiş+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
çözüyor	çöz+Verb+Pos+Prog1+A3sg
şüpheleniyoruz	şüphe+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Prog1+A1pl
isimlendiriliyor	isim+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
birleşiyor	birleş+Verb+Pos+Prog1+A3sg
duyuruyorlar	duy+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
yayınlıyoruz	yayınla+Verb+Pos+Prog1+A1pl
uyuyamıyorum	uyu+Verb^DB+Verb+Able+Neg+Prog1+A1sg
kınıyor	kına+Verb+Pos+Prog1+A3sg
bulmuyoruz	bul+Verb+Neg+Prog1+A1pl
kutluyor	kutla+Verb+Pos+Prog1+A3sg
topluyorsunuz	topla+Verb+Pos+Prog1+A2pl
planlıyorsunuz	planla+Verb+Pos+Prog1+A2pl
bulunuyorsak	bulun+Verb+Pos+Prog1+Cond+A1pl
getirmiyorum	getir+Verb+Neg+Prog1+A1sg
inanamıyorlar	inan+Verb^DB+Verb+Able+Neg+Prog1+A3pl
beğeniyor	beğen+Verb+Pos+Prog1+A3sg
yapamıyorum	yap+Verb^DB+Verb+Able+Neg+Prog1+A1sg
bozuluyor	boz+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
yorumluyorum	yorumla+Verb+Pos+Prog1+A1sg
süslüyor	süsle+Verb+Pos+Prog1+A3sg
hoşlanmıyorum	hoşlan+Verb+Neg+Prog1+A1sg
zorlanıyorlar	zorla+Verb^DB+Verb+Pass+Pos+Prog1+A3pl
katıyorlar	kat+Verb+Pos+Prog1+A3pl
tanıyorlar	tanı+Verb+Pos+Prog1+A3pl
sağlıyoruz	sağla+Verb+Pos+Prog1+A1pl
geçirmiyoruz	geç+Verb^DB+Verb+Caus+Neg+Prog1+A1pl
sevindiriyor	sevin+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
duyuyorlar	duy+Verb+Pos+Prog1+A3pl
hicvediyor	hicvet+Verb+Pos+Prog1+A3sg
koyuyorlar	koy+Verb+Pos+Prog1+A3pl
gerçekleştiriliyor	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
gerçekleşiyor	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos+Prog1+A3sg
sürdürülüyor	sür+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
verilebiliyor	ver+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
saçmalıyorlar	saçmala+Verb+Pos+Prog1+A3pl
kurulabiliyor	kur+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
yatırılıyor	yat+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
algılıyor	algıla+Verb+Pos+Prog1+A3sg
yetiştiriliyor	yetiş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
artırıyor	art+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
gözlemleniyor	gözlemle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
planlanıyor	planla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
yetiştirebiliyorsunuz	yetiş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Prog1+A2pl
gelebiliyor	gel+Verb+Pos^DB+Verb+Able+Prog1+A3sg
soyuluyor	soy+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
serpiliyor	serp+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
gezdiriliyor	gez+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
alamıyoruz	al+Verb^DB+Verb+Able+Neg+Prog1+A1pl
kodlanıyorlar	kodla+Verb^DB+Verb+Pass+Pos+Prog1+A3pl
ekleniyor	ekle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
izlenebiliyor	izle+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
pompalanıyor	pompala+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
kaydediliyor	kaydet+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
sağılabiliyor	sağ+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
karşılaştırılıyor	karşılaştır+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
oluşturuluyor	oluş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
indiriliyor	in+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
çiftleştirmiyorlar	çiftleş+Verb^DB+Verb+Caus+Neg+Prog1+A3pl
tohumluyorlar	tohumla+Verb+Pos+Prog1+A3pl
başlıyorlar	başla+Verb+Pos+Prog1+A3pl
genişliyor	genişle+Verb+Pos+Prog1+A3sg
edebiliyor	et+Verb+Pos^DB+Verb+Able+Prog1+A3sg
dağıtılıyor	dağıt+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
yolluyorlar	yolla+Verb+Pos+Prog1+A3pl
ulaşabiliyorsunuz	ulaş+Verb+Pos^DB+Verb+Able+Prog1+A2pl
ediliyorlar	et+Verb^DB+Verb+Pass+Pos+Prog1+A3pl
inceleyebiliyor	incele+Verb+Pos^DB+Verb+Able+Prog1+A3sg
alınmıyor	al+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
kullanabiliyorlar	kullan+Verb+Pos^DB+Verb+Able+Prog1+A3pl
gerçekleştiriyorlar	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Prog1+A3pl
