geri	geri+Adverb
havadayken	hava+Noun+A3sg+Pnon+Loc^DB+Verb+Zero^DB+Adverb+While
sentezleyerek	sentezle+Verb+Pos^DB+Adverb+ByDoingSo
vedalaşıp	veda+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos^DB+Adverb+AfterDoingSo
sıyırarak	sıyır+Verb+Pos^DB+Adverb+ByDoingSo
yenip	ye+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
sakinleşince	sakin+Adj^DB+Verb+Become+Pos^DB+Adverb+When
sürtüp	sürt+Verb+Pos^DB+Adverb+AfterDoingSo
sarılıp	sar+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
bağırırken	bağır+Verb+Pos+Aor^DB+Adverb+While
doyasıya	doy+Verb+Pos^DB+Adverb+Adamantly
sayarken	say+Verb+Pos+Aor^DB+Adverb+While
kapayıp	kapa+Verb+Pos^DB+Adverb+AfterDoingSo
pişerken	piş+Verb+Pos+Aor^DB+Adverb+While
bırakmayarak	bırak+Verb+Neg^DB+Adverb+ByDoingSo
yapacakken	yap+Verb+Pos+Fut^DB+Adverb+While
ölçerek	ölç+Verb+Pos^DB+Adverb+ByDoingSo
kararınca	karar+Verb+Pos^DB+Adverb+When
günübirlik	günübirlik+Adverb
yükselerek	yüksel+Verb+Pos^DB+Adverb+ByDoingSo
hálá	hala+Adverb
balondayken	balon+Noun+A3sg+Pnon+Loc^DB+Verb+Zero^DB+Adverb+While
maalesef	maalesef+Adverb
çıkılırken	çık+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
gidilip	git+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
yakılarak	yak+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
çıktıkça	çık+Verb+Pos^DB+Adverb+AsLongAs
sapınca	sap+Verb+Pos^DB+Adverb+When
süzülerek	süz+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
aydınlatılıp	aydınlat+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
doğup	doğ+Verb+Pos^DB+Adverb+AfterDoingSo
tırmanırken	tırman+Verb+Pos+Aor^DB+Adverb+While
gözetilerek	göze+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
bıkıp	bık+Verb+Pos^DB+Adverb+AfterDoingSo
düzenleyip	düzenle+Verb+Pos^DB+Adverb+AfterDoingSo
aslen	aslen+Adverb
çürüyüp	çürü+Verb+Pos^DB+Adverb+AfterDoingSo
yapılırken	yap+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
çirkinleştirip	çirkin+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
atılınca	at+Verb^DB+Verb+Pass+Pos^DB+Adverb+When
katiyen	katiyen+Adverb
atlayarak	atla+Verb+Pos^DB+Adverb+ByDoingSo
yudumlayıp	yudumla+Verb+Pos^DB+Adverb+AfterDoingSo
tüttürerek	tüt+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
kalarak	kal+Verb+Pos^DB+Adverb+ByDoingSo
kurulup	kur+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
yürürcesine	yürü+Verb+Pos+Aor+A3sg^DB+Adverb+AsIf
seyrederken	seyret+Verb+Pos+Aor^DB+Adverb+While
öttürürken	öt+Verb^DB+Verb+Caus+Pos+Aor^DB+Adverb+While
sübyanken	sübyan+Noun+A3sg+Pnon+Nom^DB+Verb+Zero^DB+Adverb+While
çalakalem	çalakalem+Adverb
yüzerek	yüz+Verb+Pos^DB+Adverb+ByDoingSo
sıçrayıp	sıçra+Verb+Pos^DB+Adverb+AfterDoingSo
düzeltip	düzel+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
yaramazca	yar+Verb^DB+Verb+Able+Neg^DB+Adj+AorPart^DB+Adverb+Ly
sürülüp	sür+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
mırıldanırken	mırılda+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
katılıp	kat+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
çıkartarak	çık+Verb^DB+Verb+Caus^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
serilip	ser+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
koparıp	kop+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
oturtarak	otur+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
çalarken	çal+Verb+Pos+Aor^DB+Adverb+While
indirince	in+Verb^DB+Verb+Caus+Pos^DB+Adverb+When
kazanıp	kazan+Verb+Pos^DB+Adverb+AfterDoingSo
bulurken	bul+Verb+Pos+Aor^DB+Adverb+While
kazanarak	kazan+Verb+Pos^DB+Adverb+ByDoingSo
yenilerek	ye+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
yenilince	ye+Verb^DB+Verb+Pass+Pos^DB+Adverb+When
toplayarak	topla+Verb+Pos^DB+Adverb+ByDoingSo
severek	sev+Verb+Pos^DB+Adverb+ByDoingSo
yaşlarındayken	yaş+Noun+A3sg+P3pl+Loc^DB+Verb+Zero^DB+Adverb+While
fazlasıyla	fazlasıyla+Adverb
geliştirerek	geliş+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
tanıyıp	tanı+Verb+Pos^DB+Adverb+AfterDoingSo
içindeyken	iç+Noun+A3sg+P3sg+Loc^DB+Verb+Zero^DB+Adverb+While
sevip	sev+Verb+Pos^DB+Adverb+AfterDoingSo
anlaşarak	anlaş+Verb+Pos^DB+Adverb+ByDoingSo
girilirken	gir+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
çepeçevre	çepeçevre+Adverb
yenerken	yen+Verb+Pos+Aor^DB+Adverb+While
oynandıkça	oyna+Verb^DB+Verb+Pass+Pos^DB+Adverb+AsLongAs
berabere	berabere+Adverb
anlaşınca	anlaş+Verb+Pos^DB+Adverb+When
vallahi	vallahi+Adverb
pazarlayıp	pazarla+Verb+Pos^DB+Adverb+AfterDoingSo
satıp	sat+Verb+Pos^DB+Adverb+AfterDoingSo
akabinde	akabinde+Adverb
yapmayarak	yap+Verb+Neg^DB+Adverb+ByDoingSo
yöneterek	yönet+Verb+Pos^DB+Adverb+ByDoingSo
yayarak	yay+Verb+Pos^DB+Adverb+ByDoingSo
okuyarak	oku+Verb+Pos^DB+Adverb+ByDoingSo
geliştirip	geliş+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
gösterilerek	göster+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
takriben	takriben+Adverb
ütüleyip	ütüle+Verb+Pos^DB+Adverb+AfterDoingSo
yasaklayıp	yasakla+Verb+Pos^DB+Adverb+AfterDoingSo
sırıtarak	sırıt+Verb+Pos^DB+Adverb+ByDoingSo
rastlayıp	rastla+Verb+Pos^DB+Adverb+AfterDoingSo
tanıtırken	tanı+Verb^DB+Verb+Caus+Pos+Aor^DB+Adverb+While
bastırdıkça	bas+Verb^DB+Verb+Caus+Pos^DB+Adverb+AsLongAs
hakikaten	hakikaten+Adverb
yakarak	yak+Verb+Pos^DB+Adverb+ByDoingSo
inince	in+Verb+Pos^DB+Adverb+When
sanıp	san+Verb+Pos^DB+Adverb+AfterDoingSo
danışarak	danış+Verb+Pos^DB+Adverb+ByDoingSo
getirmeyip	getir+Verb+Neg^DB+Adverb+AfterDoingSo
kötüyken	kötü+Adj^DB+Verb+Zero^DB+Adverb+While
taşınırken	taşı+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
yenerek	yen+Verb+Pos^DB+Adverb+ByDoingSo
sürdükce	sür+Verb+Pos^DB+Adverb+AsLongAs
anlatıp	anla+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
yapılarak	yap+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
çakıp	çak+Verb+Pos^DB+Adverb+AfterDoingSo
korurken	koru+Verb+Pos+Aor^DB+Adverb+While
delip	del+Verb+Pos^DB+Adverb+AfterDoingSo
boşlayıp	boşla+Verb+Pos^DB+Adverb+AfterDoingSo
hepten	hepten+Adverb
atılırken	at+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
ölürken	öl+Verb+Pos+Aor^DB+Adverb+While
getiremeyince	getir+Verb^DB+Verb+Able+Neg^DB+Adverb+When
eklenince	ekle+Verb^DB+Verb+Pass+Pos^DB+Adverb+When
sergilerken	sergile+Verb+Pos+Aor^DB+Adverb+While
seslenip	sesle+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
bitirip	bit+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
bulunurken	bulun+Verb+Pos+Aor^DB+Adverb+While
dalgalanarak	dalga+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Adverb+ByDoingSo
tepetaklak	tepetaklak+Adverb
geciktirerek	gecik+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
düştükçe	düş+Verb+Pos^DB+Adverb+AsLongAs
söyleşirken	söyleş+Verb+Pos+Aor^DB+Adverb+While
koklayıp	kokla+Verb+Pos^DB+Adverb+AfterDoingSo
dayanılarak	daya+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
kırılarak	kır+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
söylenirken	söyle+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
dallandırıp	dal+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
anlaşırken	anlaş+Verb+Pos+Aor^DB+Adverb+While
reddedip	reddet+Verb+Pos^DB+Adverb+AfterDoingSo
olmayınca	ol+Verb+Neg^DB+Adverb+When
algılanıp	algıla+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
getirilirken	getir+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
sürdürüp	sür+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
bulunmazken	bul+Verb^DB+Verb+Pass+Neg+Aor^DB+Adverb+While
avlanarak	avla+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
atılıp	at+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
ararken	ara+Verb+Pos+Aor^DB+Adverb+While
bayıltılıp	bayıl+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
yatırıp	yatır+Verb+Pos^DB+Adverb+AfterDoingSo
sevinirken	sevin+Verb+Pos+Aor^DB+Adverb+While
yetinmeyip	yetin+Verb+Neg^DB+Adverb+AfterDoingSo
kılarken	kıl+Verb+Pos+Aor^DB+Adverb+While
işleyerek	işle+Verb+Pos^DB+Adverb+ByDoingSo
tozup	toz+Verb+Pos^DB+Adverb+AfterDoingSo
yaklaşırken	yaklaş+Verb+Pos+Aor^DB+Adverb+While
yönlendirerek	yön+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
alamayıp	al+Verb^DB+Verb+Able+Neg^DB+Adverb+AfterDoingSo
yoğunlaşınca	yoğun+Adj^DB+Verb+Become+Pos^DB+Adverb+When
tamamlayarak	tamamla+Verb+Pos^DB+Adverb+ByDoingSo
yanıtlarken	yanıtla+Verb+Pos+Aor^DB+Adverb+While
aktarırken	aktar+Verb+Pos+Aor^DB+Adverb+While
kötüleyerek	kötüle+Verb+Pos^DB+Adverb+ByDoingSo
cevaben	cevaben+Adverb
hatırlatıp	hatırla+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
mecburen	mecburen+Adverb
cidden	cidden+Adverb
görüşülürken	görüş+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
girilerek	gir+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
yapınca	yap+Verb+Pos^DB+Adverb+When
vazgeçince	vazgeç+Verb+Pos^DB+Adverb+When
kalkınca	kalk+Verb+Pos^DB+Adverb+When
fiilen	fiilen+Adverb
tamamlanarak	tamamla+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
dağıtılarak	dağıt+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
militanlaştırılarak	militan+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
hazırlayarak	hazırla+Verb+Pos^DB+Adverb+ByDoingSo
sınanarak	sına+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
çıkılarak	çık+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
aktararak	aktar+Verb+Pos^DB+Adverb+ByDoingSo
denince	de+Verb^DB+Verb+Pass+Pos^DB+Adverb+When
derlenip	derle+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
belirtirken	belir+Verb^DB+Verb+Caus+Pos+Aor^DB+Adverb+While
koyarken	koyar+Noun+A3sg+Pnon+Nom^DB+Verb+Zero^DB+Adverb+While
güçlendirerek	güç+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
vurgulanarak	vurgula+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
toplanıp	topla+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
çizerek	çiz+Verb+Pos^DB+Adverb+ByDoingSo
naklen	naklen+Adverb
seyredip	seyret+Verb+Pos^DB+Adverb+AfterDoingSo
görmeyince	gör+Verb+Neg^DB+Adverb+When
göstermeyip	göster+Verb+Neg^DB+Adverb+AfterDoingSo
vararak	var+Verb+Pos^DB+Adverb+ByDoingSo
anlayıp	anla+Verb+Pos^DB+Adverb+AfterDoingSo
kısalı	kıs+Verb+Pos^DB+Adverb+SinceDoingSo
bütünleşip	bütün+Adj^DB+Verb+Become+Pos^DB+Adverb+AfterDoingSo
değiştirilerek	değiş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
bakılarak	bak+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
yorumlayarak	yorumla+Verb+Pos^DB+Adverb+ByDoingSo
küsüp	küs+Verb+Pos^DB+Adverb+AfterDoingSo
anlaşılınca	anlaş+Verb^DB+Verb+Pass+Pos^DB+Adverb+When
olmayıp	ol+Verb+Neg^DB+Adverb+AfterDoingSo
burcundayken	burç+Noun+A3sg+P3sg+Loc^DB+Verb+Zero^DB+Adverb+While
affederek	affet+Verb+Pos^DB+Adverb+ByDoingSo
başvurup	başvur+Verb+Pos^DB+Adverb+AfterDoingSo
kıyaslayınca	kıyasla+Verb+Pos^DB+Adverb+When
azarlanıp	azarla+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
azarlayarak	azarla+Verb+Pos^DB+Adverb+ByDoingSo
sürerken	sür+Verb+Pos+Aor^DB+Adverb+While
tokuştururken	tokuş+Verb^DB+Verb+Caus+Pos+Aor^DB+Adverb+While
denilerek	de+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
uygulanırken	uygula+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
götürülerek	götür+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
üstlenerek	üstlen+Verb+Pos^DB+Adverb+ByDoingSo
suçlayıp	suçla+Verb+Pos^DB+Adverb+AfterDoingSo
çağırarak	çağır+Verb+Pos^DB+Adverb+ByDoingSo
giydirerek	giy+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
yayınlarken	yayınla+Verb+Pos+Aor^DB+Adverb+While
ödeyemeyince	öde+Verb^DB+Verb+Able+Neg^DB+Adverb+When
yorumlayınca	yorumla+Verb+Pos^DB+Adverb+When
uyarınca	uyar+Verb+Pos^DB+Adverb+When
sancılanınca	sancı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Adverb+When
indirilerek	in+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
öderken	öde+Verb+Pos+Aor^DB+Adverb+While
açıkca	açık+Adj^DB+Adverb+Ly
vurulup	vur+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
ilelebet	ilelebet+Adverb
toplanırken	topla+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
beklenirken	bekle+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
yapılmayıp	yap+Verb^DB+Verb+Pass+Neg^DB+Adverb+AfterDoingSo
ettirilip	et+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
sorarak	sor+Verb+Pos^DB+Adverb+ByDoingSo
sağlanıp	sağla+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
çıkmayınca	çık+Verb+Neg^DB+Adverb+When
geçilmeden	geç+Verb^DB+Verb+Pass+Pos^DB+Adverb+WithoutHavingDoneSo
hatırlatılınca	hatırla+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+When
değerlendirilince	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+When
kaybedeli	kaybet+Verb+Pos^DB+Adverb+SinceDoingSo
acilen	acilen+Adverb
vermezken	ver+Verb+Neg+Aor^DB+Adverb+While
belirtilerek	belir+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
bağlatırken	bağla+Verb^DB+Verb+Caus+Pos+Aor^DB+Adverb+While
geçirilerek	geç+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
katlanarak	katlan+Verb+Pos^DB+Adverb+ByDoingSo
dikilerek	dik+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
bağlarken	bağla+Verb+Pos+Aor^DB+Adverb+While
tutturularak	tut+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
tekrarlayarak	tekrarla+Verb+Pos^DB+Adverb+ByDoingSo
buluşunca	buluş+Verb+Pos^DB+Adverb+When
gizleyerek	gizle+Verb+Pos^DB+Adverb+ByDoingSo
duyururken	duy+Verb^DB+Verb+Caus+Pos+Aor^DB+Adverb+While
uydurarak	uy+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
batarak	bat+Verb+Pos^DB+Adverb+ByDoingSo
aldıkça	al+Verb+Pos^DB+Adverb+AsLongAs
salakça	salak+Adj^DB+Adverb+Ly
özleyip	özle+Verb+Pos^DB+Adverb+AfterDoingSo
dışındayken	dışı+Adj^DB+Noun+Zero+A3sg+P2sg+Loc^DB+Verb+Zero^DB+Adverb+While
beğenerek	beğen+Verb+Pos^DB+Adverb+ByDoingSo
uğraşıp	uğraş+Verb+Pos^DB+Adverb+AfterDoingSo
güzelce	güzel+Adj^DB+Adverb+Ly
kırparken	kırp+Verb+Pos+Aor^DB+Adverb+While
gitmişken	git+Verb+Pos+Narr^DB+Adverb+While
sporken	spor+Noun+A3sg+Pnon+Nom^DB+Verb+Zero^DB+Adverb+While
başladıkça	başla+Verb+Pos^DB+Adverb+AsLongAs
günlerce	günlerce+Adverb
hapisteyken	hapis+Noun+A3sg+Pnon+Loc^DB+Verb+Zero^DB+Adverb+While
çözüp	çöz+Verb+Pos^DB+Adverb+AfterDoingSo
seyredince	seyret+Verb+Pos^DB+Adverb+When
selamlaşarak	selam+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos^DB+Adverb+ByDoingSo
yumuşayarak	yumuşa+Verb+Pos^DB+Adverb+ByDoingSo
alamadan	al+Verb+Pos^DB+Adverb+WithoutBeingAbleToHaveDoneSo
söyleterek	söyle+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
fırlatarak	fırla+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
dinleterek	dinle+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
kuşanıp	kuşan+Verb+Pos^DB+Adverb+AfterDoingSo
soğudukça	soğu+Verb+Pos^DB+Adverb+AsLongAs
sıyırıp	sıyır+Verb+Pos^DB+Adverb+AfterDoingSo
çömelirken	çömel+Verb+Pos+Aor^DB+Adverb+While
ölüp	öl+Verb+Pos^DB+Adverb+AfterDoingSo
kollayarak	kolla+Verb+Pos^DB+Adverb+ByDoingSo
karşılayıp	karşıla+Verb+Pos^DB+Adverb+AfterDoingSo
yıkanıp	yıka+Verb^DB+Verb+Reflex+Pos^DB+Adverb+AfterDoingSo
avunarak	avun+Verb+Pos^DB+Adverb+ByDoingSo
doluşarak	dol+Verb^DB+Verb+Recip+Pos^DB+Adverb+ByDoingSo
ayrılırken	ayır+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
sayıklarken	sayıkla+Verb+Pos+Aor^DB+Adverb+While
düzelmeyince	düzel+Verb+Neg^DB+Adverb+When
öğrencisiyken	öğrenci+Noun+A3sg+P3sg+Nom^DB+Verb+Zero^DB+Adverb+While
satarak	sat+Verb+Pos^DB+Adverb+ByDoingSo
satarken	sat+Verb+Pos+Aor^DB+Adverb+While
yalanlarken	yalanla+Verb+Pos+Aor^DB+Adverb+While
gizlenmeden	gizle+Verb^DB+Verb+Reflex+Pos^DB+Adverb+WithoutHavingDoneSo
meselá	mesela+Adverb
içerisindeyken	içeri+Noun+A3sg+P3sg+Loc^DB+Verb+Zero^DB+Adverb+While
takıp	tak+Verb+Pos^DB+Adverb+AfterDoingSo
dilenerek	dile+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
araştırıp	araştır+Verb+Pos^DB+Adverb+AfterDoingSo
evlenmeden	evlen+Verb+Pos^DB+Adverb+WithoutHavingDoneSo
yalayıp	yala+Verb+Pos^DB+Adverb+AfterDoingSo
eğlenerek	eğlen+Verb+Pos^DB+Adverb+ByDoingSo
bilince	bil+Verb+Pos^DB+Adverb+When
sırıtınca	sırıt+Verb+Pos^DB+Adverb+When
çözerken	çöz+Verb+Pos+Aor^DB+Adverb+While
yazınca	yaz+Verb+Pos^DB+Adverb+When
eleştirirken	eleştir+Verb+Pos+Aor^DB+Adverb+While
gelemeden	gel+Verb+Pos^DB+Adverb+WithoutBeingAbleToHaveDoneSo
getirilip	getir+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
doğurup	doğ+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
artarken	art+Verb+Pos+Aor^DB+Adverb+While
alkışlanıp	alkışla+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
doluşup	dol+Verb^DB+Verb+Recip+Pos^DB+Adverb+AfterDoingSo
unutmadan	unut+Verb+Pos^DB+Adverb+WithoutHavingDoneSo
çalarak	çal+Verb+Pos^DB+Adverb+ByDoingSo
dağılırken	dağıl+Verb+Pos+Aor^DB+Adverb+While
askerdeyken	asker+Noun+A3sg+Pnon+Loc^DB+Verb+Zero^DB+Adverb+While
çakışmadıkça	çakış+Verb+Neg^DB+Adverb+AsLongAs
bileli	bil+Verb+Pos^DB+Adverb+SinceDoingSo
erkene	er+Noun+A3sg+Pnon+Nom^DB+Verb+Zero^DB+Adverb+While
katarak	kat+Verb+Pos^DB+Adverb+ByDoingSo
önerirken	öner+Verb+Pos+Aor^DB+Adverb+While
bağlayıp	bağla+Verb+Pos^DB+Adverb+AfterDoingSo
telaşındayken	telaş+Noun+A3sg+P3sg+Loc^DB+Verb+Zero^DB+Adverb+While
karıştırarak	karış+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
peşindeyken	peşin+Adj^DB+Noun+Zero+A3sg+Pnon+Loc^DB+Verb+Zero^DB+Adverb+While
genişleyip	genişle+Verb+Pos^DB+Adverb+AfterDoingSo
genişletip	genişle+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
gözlemleyerek	gözlemle+Verb+Pos^DB+Adverb+ByDoingSo
öğretirken	öğret+Verb+Pos+Aor^DB+Adverb+While
eğlendirirken	eğlen+Verb^DB+Verb+Caus+Pos+Aor^DB+Adverb+While
sahipken	sahip+Noun+A3sg+Pnon+Nom^DB+Verb+Zero^DB+Adverb+While
etkilerken	etkile+Verb+Pos+Aor^DB+Adverb+While
kuvvetlendikçe	kuvvet+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Adverb+AsLongAs
kavuştukça	kavuş+Verb+Pos^DB+Adverb+AsLongAs
tesadüfi	tesadüfi+Adverb
kavuşup	kavuş+Verb+Pos^DB+Adverb+AfterDoingSo
ivedilikle	ivedilikle+Adverb
çırpınıp	çırpın+Verb+Pos^DB+Adverb+AfterDoingSo
bölerek	böl+Verb+Pos^DB+Adverb+ByDoingSo
görevlendirilerek	görev+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
söyleyince	söyle+Verb+Pos^DB+Adverb+When
tanımadan	tanı+Verb+Pos^DB+Adverb+WithoutHavingDoneSo
bulundurarak	bulun+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
atılarak	at+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
kesilirken	kes+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
naklederken	naklet+Verb+Pos+Aor^DB+Adverb+While
ballandırarak	bal+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
boyanıp	boya+Verb^DB+Verb+Reflex+Pos^DB+Adverb+AfterDoingSo
okunurken	oku+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
dönüştürülerek	dönüş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
oluşunca	oluş+Verb+Pos^DB+Adverb+When
varıp	var+Verb+Pos^DB+Adverb+AfterDoingSo
dokunup	doku+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
bitirerek	bit+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
alenen	alenen+Adverb
sattırıp	sat+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
kısıtlayarak	kısıtla+Verb+Pos^DB+Adverb+ByDoingSo
yıkıp	yık+Verb+Pos^DB+Adverb+AfterDoingSo
devrederek	devret+Verb+Pos^DB+Adverb+ByDoingSo
açılıp	aç+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
sürdürürken	sür+Verb^DB+Verb+Caus+Pos+Aor^DB+Adverb+While
yakalayınca	yakala+Verb+Pos^DB+Adverb+When
kullanmayıp	kullan+Verb+Neg^DB+Adverb+AfterDoingSo
kırarak	kır+Verb+Pos^DB+Adverb+ByDoingSo
ödeyip	öde+Verb+Pos^DB+Adverb+AfterDoingSo
gerileyerek	gerile+Verb+Pos^DB+Adverb+ByDoingSo
kademedeyken	kademe+Noun+A3sg+Pnon+Loc^DB+Verb+Zero^DB+Adverb+While
planlayarak	planla+Verb+Pos^DB+Adverb+ByDoingSo
tümden	tümden+Adverb
münhasıran	münhasıran+Adverb
yaptırıp	yap+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
bulunmaksızın	bulun+Verb+Pos^DB+Adverb+WithoutHavingDoneSo
kapıp	kap+Verb+Pos^DB+Adverb+AfterDoingSo
tarayarak	tara+Verb+Pos^DB+Adverb+ByDoingSo
