rahatlattı	rahatla+Verb^DB+Verb+Caus+Pos+Past+A3sg
nemlendirici	nem+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Noun+Agt+A3sg+Pnon+Nom
kesilmemeli	kes+Verb^DB+Verb+Pass+Neg+Neces+A3sg
kesici	kes+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom
temizletin	temizle+Verb^DB+Verb+Caus+Pos+Imp+A2pl
giyildiğinde	giy+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
yapmayacak	yap+Verb+Neg+Fut+A3sg
dikişsiz	dik+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom^DB+Adj+Without
geciken	gecik+Verb+Pos^DB+Adj+PresPart
batma	bat+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
azalması	azal+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
beyazlaşma	beyaz+Adj^DB+Verb+Become+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
yarılma	yar+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
içsin	iç+Verb+Pos+Imp+A3sg
direniyor	diren+Verb+Pos+Prog1+A3sg
içirmeden	iç+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
içmeli	iç+Verb+Pos+Neces+A3sg
öderken	öde+Verb+Pos+Aor^DB+Adverb+While
getirilmemesini	getir+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Acc
tekrarlamayacağını	tekrarla+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
çıkartacağı	çık+Verb^DB+Verb+Caus^DB+Verb+Caus+Pos^DB+Adj+FutPart+P3sg
çağdaşlaşmasını	çağdaş+Adj^DB+Verb+Become+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
demokratikleşmesini	demokratik+Adj^DB+Verb+Become+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
önermeye	öner+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
sürükleyeceğini	sürükle+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
geçmezlerse	geç+Verb+Neg+Aor+A3pl+Cond
satılmasına	sat+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
olacaklardır	ol+Verb+Pos+Fut+A3pl+Cop
kazandırılması	kazan+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
yürüme	yürü+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
kalmayacağına	kal+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Dat
aramasın	ara+Verb+Neg+Imp+A3sg
sunulacak	sun+Verb^DB+Verb+Pass+Pos+Fut+A3sg
koymakla	koy+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Ins
yetinmeyin	yetin+Verb+Neg+Imp+A2pl
söyleyecekleriniz	söyle+Verb+Pos^DB+Noun+FutPart+A3pl+P2pl+Nom
yazacaklarınızdan	yaz+Verb+Pos^DB+Noun+FutPart+A3pl+P2pl+Abl
vurulup	vur+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
savruldu	savur+Verb^DB+Verb+Pass+Pos+Past+A3sg
tıkamasına	tıka+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
verilsin	ver+Verb^DB+Verb+Pass+Pos+Imp+A3sg
halleder	hallet+Verb+Pos+Aor+A3sg
düşsün	düş+Verb+Pos+Imp+A3sg
üreticilerin	üre+Verb^DB+Verb+Caus+Pos^DB+Noun+Agt+A3pl+Pnon+Gen
üretenlerin	üre+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Gen
kaybettirdiğini	kaybet+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
gidiyorduk	git+Verb+Pos+Prog1+Past+A1pl
demelerini	de+Verb+Pos^DB+Noun+Inf2+A3pl+P3pl+Acc
anımsatılması	anımsa+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
değiştireceğiz	değiş+Verb^DB+Verb+Caus+Pos+Fut+A1pl
deseler	de+Verb+Pos+Desr+A3pl
kalmamalıdır	kal+Verb+Neg+Neces+A3sg+Cop
konuşmalarının	konuş+Verb+Pos^DB+Noun+Inf2+A3pl+P3pl+Gen
katılmadı	kat+Verb^DB+Verb+Pass+Neg+Past+A3sg
dağıtıldı	dağıt+Verb^DB+Verb+Pass+Pos+Past+A3sg
yayınladığı	yayınla+Verb+Pos^DB+Adj+PastPart+P3sg
sürükleniyor	sürükle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
özetliyoruz	özetle+Verb+Pos+Prog1+A1pl
üreticilere	üre+Verb^DB+Verb+Caus+Pos^DB+Noun+Agt+A3pl+Pnon+Dat
getirememenin	getir+Verb^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+Pnon+Gen
yapamamış	yap+Verb^DB+Verb+Able+Neg+Narr+A3sg
olmamız	ol+Verb+Pos^DB+Noun+Inf2+A3sg+P1pl+Nom
duraklaması	durakla+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
bırakmadık	bırak+Verb+Neg+Past+A1pl
çürüseydi	çürü+Verb+Pos+Desr+Past+A3sg
sağlayabildik	sağla+Verb+Pos^DB+Verb+Able+Past+A1pl
bitirmeyi	bit+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
amaçladık	amaçla+Verb+Pos+Past+A1pl
dolaştırma	dolaş+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
ödemede	öde+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Loc
kesecekmişsiniz	kes+Verb+Pos+Fut+Narr+A2pl
sağlayabileceğimiz	sağla+Verb+Pos^DB+Verb+Able^DB+Adj+FutPart+P1pl
uydukları	uy+Verb+Pos^DB+Adj+PastPart+P3pl
uymamıştır	uy+Verb+Neg+Narr+A3sg+Cop
uyamamıştır	uy+Verb^DB+Verb+Able+Neg+Narr+A3sg+Cop
sürdüğünüz	sür+Verb+Pos^DB+Adj+PastPart+P2pl
bırakmıştır	bırak+Verb+Pos+Narr+A3sg+Cop
büzülmüşlerdir	büz+Verb^DB+Verb+Pass+Pos+Narr+A3pl+Cop
ödemelerden	öde+Verb+Pos^DB+Noun+Inf2+A3pl+Pnon+Abl
faydalanamazsınız	fayda+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Able+Neg+Aor+A2pl
üreticiyi	üre+Verb^DB+Verb+Caus+Pos^DB+Noun+Agt+A3sg+Pnon+Acc
yaralamıştır	yarala+Verb+Pos+Narr+A3sg+Cop
toplanırken	topla+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
ödenebilmişti	öde+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Narr+Past+A3sg
getirilmediğine	getir+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Dat
güvenelim	güven+Verb+Pos+Opt+A1pl
çek	çek+Verb+Pos+Imp+A2sg
yakıştırmadır	yakış+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kapanmamalı	kapa+Verb^DB+Verb+Pass+Neg+Neces+A3sg
sağlayınız	sağla+Verb+Pos+Imp+A2pl
çalışmalarınıza	çalış+Verb+Pos^DB+Noun+Inf2+A3pl+P2pl+Dat
aldattınız	aldat+Verb+Pos+Past+A2pl
ekmeyeceğiz	ek+Verb+Neg+Fut+A1pl
sattım	sat+Verb+Pos+Past+A1sg
kapatacaksanız	kapa+Verb^DB+Verb+Caus+Pos+Fut+Cond+A2pl
verilmedi	ver+Verb^DB+Verb+Pass+Neg+Past+A3sg
değiştirelim	değiş+Verb^DB+Verb+Caus+Pos+Opt+A1pl
takar	tak+Verb+Pos+Aor+A3sg
kiraladığım	kirala+Verb+Pos^DB+Adj+PastPart+P1sg
ekiyorum	ek+Verb+Pos+Prog1+A1sg
kiralayacağım	kirala+Verb+Pos+Fut+A1sg
çözelim	çöz+Verb+Pos+Opt+A1pl
bozmuyor	boz+Verb+Neg+Prog1+A3sg
koruyacak	koru+Verb+Pos+Fut+A3sg
karıştırdığınızda	karış+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P2pl+Loc
kıpırdatmamış	kıpırda+Verb^DB+Verb+Caus+Neg+Narr+A3sg
yutulur	yut+Verb^DB+Verb+Pass+Pos+Aor+A3sg
konuşuyoruz	konuş+Verb+Pos+Prog1+A1pl
inanası	inan+Verb+Pos^DB+Noun+FeelLike+A3sg+Pnon+Nom
yalanlamak	yalanla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
yazdıklarımın	yaz+Verb+Pos^DB+Noun+PastPart+A3pl+P1sg+Gen
yalanlanamadı	yalanla+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Past+A3sg
atamalardan	ata+Verb+Pos^DB+Noun+Inf2+A3pl+Pnon+Abl
gerçekleşiyormuş	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos+Prog1+Narr+A3sg
takındılar	takın+Verb+Pos+Past+A3pl
getirildiğini	getir+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
saptadım	sapta+Verb+Pos+Past+A1sg
uyarıyorlar	uyar+Verb+Pos+Prog1+A3pl
getirilecek	getir+Verb^DB+Verb+Pass+Pos+Fut+A3sg
gösterildi	göster+Verb^DB+Verb+Pass+Pos+Past+A3sg
kazandım	kazan+Verb+Pos+Past+A1sg
korkayım	kork+Verb+Pos+Opt+A1sg
çektiğinde	çek+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
beklenirken	bekle+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
sus	sus+Verb+Pos+Imp+A2sg
vermeme	ver+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
yazılıyor	yaz+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
gönderdiğini	gönder+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
çekildiğini	çek+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
yapılmayıp	yap+Verb^DB+Verb+Pass+Neg^DB+Adverb+AfterDoingSo
ödenmesine	öde+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
incelemekle	incele+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Ins
ettirilip	et+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
öldürülecek	öl+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Fut+A3sg
ilgilenmiyor	ilgilen+Verb+Neg+Prog1+A3sg
döndüğünü	dön+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
bakandan	bak+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Abl
ilgilendiğini	ilgilen+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
kapatıyorlar	kapa+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
gönderiliyorlar	gönder+Verb^DB+Verb+Pass+Pos+Prog1+A3pl
aklanıyorlar	akla+Verb^DB+Verb+Pass+Pos+Prog1+A3pl
uyanırsa	uyan+Verb+Pos+Aor+Cond+A3sg
sorarak	sor+Verb+Pos^DB+Adverb+ByDoingSo
ulaşıyorlar	ulaş+Verb+Pos+Prog1+A3pl
sağlayamıyor	sağla+Verb^DB+Verb+Able+Neg+Prog1+A3sg
beklemeyi	bekle+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
yeğleyeceklerini	yeğle+Verb+Pos^DB+Noun+FutPart+A3sg+P3pl+Acc
soruşturmalarımın	soruştur+Verb+Pos^DB+Noun+Inf2+A3pl+P1sg+Gen
vermeyeceklerini	ver+Verb+Neg^DB+Noun+FutPart+A3pl+P3pl+Acc
bildiklerini	bil+Verb+Pos^DB+Noun+PastPart+A3pl+P3pl+Acc
gözlemlemiş	gözlemle+Verb+Pos+Narr+A3sg
araştırmaların	araştır+Verb+Pos^DB+Noun+Inf2+A3pl+Pnon+Gen
sağlanıp	sağla+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
sağlanamayacağını	sağla+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
söyleyenlerden	söyle+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Abl
dinlediğimde	dinle+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Loc
anmadan	an+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
yansıtmadan	yansı+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
arayışıyla	ara+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Ins
görüşecek	görüş+Verb+Pos+Fut+A3sg
doğuşuna	doğ+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Dat
barındırdığı	barın+Verb^DB+Verb+Caus+Pos^DB+Adj+PastPart+P3sg
kazanmasına	kazan+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
çıkmayınca	çık+Verb+Neg^DB+Adverb+When
değiştilerse	değiş+Verb+Pos+Past+A3pl+Cond
değiştiklerini	değiş+Verb+Pos^DB+Noun+PastPart+A3pl+P3pl+Acc
değiştiler	değiş+Verb+Pos+Past+A3pl
vermemişse	ver+Verb+Neg+Narr+Cond+A3sg
bulursa	bul+Verb+Pos+Aor+Cond+A3sg
giremeyeceğimizle	gir+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P1pl+Ins
beklediğimiz	bekle+Verb+Pos^DB+Adj+PastPart+P1pl
alıkoymuş	alıkoy+Verb+Pos+Narr+A3sg
seçtik	seç+Verb+Pos+Past+A1pl
taşıyoruz	taş+Verb+Pos+Prog1+A1pl
seslenen	seslen+Verb+Pos^DB+Adj+PresPart
bilemiyorlar	bil+Verb^DB+Verb+Able+Neg+Prog1+A3pl
karıştığını	karış+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
gitmiyorlar	git+Verb+Neg+Prog1+A3pl
davranıyorlar	davran+Verb+Pos+Prog1+A3pl
sağlayamıyorlar	sağla+Verb^DB+Verb+Able+Neg+Prog1+A3pl
kestiremiyorum	kes+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A1sg
saydığım	say+Verb+Pos^DB+Adj+PastPart+P1sg
alıştırılmış	alış+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+A3sg
gözükeceklerini	gözük+Verb+Pos^DB+Noun+FutPart+A3pl+P3pl+Acc
düşünmelerinin	düşün+Verb+Pos^DB+Noun+Inf2+A3pl+P3sg+Gen
suçladı	suçla+Verb+Pos+Past+A3sg
başgösteren	başgöster+Verb+Pos^DB+Adj+PresPart
suçlamasıyla	suçla+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Ins
dönüşmeden	dönüş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
donduruldu	don+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Past+A3sg
buluştu	buluş+Verb+Pos+Past+A3sg
geçilmeden	geç+Verb^DB+Verb+Pass+Pos^DB+Adverb+WithoutHavingDoneSo
bulunacaktım	bulun+Verb+Pos+Fut+Past+A1sg
terketmek	terket+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
kalacaktım	kal+Verb+Pos+Fut+Past+A1sg
çıkmayı	çık+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
görülmedik	gör+Verb^DB+Verb+Pass+Neg+Past+A1pl
terkettiler	terket+Verb+Pos+Past+A3pl
ulaştırmak	ulaş+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
danıştıktan	danış+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
bulunacağız	bul+Verb^DB+Verb+Pass+Pos+Fut+A1pl
yönelttiği	yönel+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
durmamız	dur+Verb+Pos^DB+Noun+Inf2+A3sg+P1pl+Nom
düşünmemiz	düşün+Verb+Pos^DB+Noun+Inf2+A3sg+P1pl+Nom
edemezdim	et+Verb^DB+Verb+Able+Neg+Aor+Past+A1sg
çekilmesine	çek+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
yükselmesine	yüksel+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
hatırlatılınca	hatırla+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+When
doğurmuştur	doğ+Verb^DB+Verb+Caus+Pos+Narr+A3sg+Cop
yansıyacak	yansı+Verb+Pos^DB+Adj+FutPart+Pnon
gerçekleştirmiş	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus+Pos+Narr+A3sg
karşılaşılabilecek	karşılaş+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Fut+A3sg
yapmayacağına	yap+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Dat
sağlayacağız	sağla+Verb+Pos+Fut+A1pl
tükenir	tüken+Verb+Pos+Aor+A3sg
çatışmacı	çatış+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom^DB+Noun+Agt+A3sg+Pnon+Nom
sergiliyor	sergile+Verb+Pos+Prog1+A3sg
girilmiştir	gir+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
bulunacağına	bulun+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Dat
değerlendiriyordunuz	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Prog1+Past+A2pl
örtüşmediğini	örtüş+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
güvenebileceği	güven+Verb+Pos^DB+Verb+Able^DB+Noun+FutPart+A3sg+P3sg+Nom
saymayan	say+Verb+Neg^DB+Adj+PresPart
kısırlaştırılmasına	kısır+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
uygulanmasında	uygula+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Loc
olmanızın	ol+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Gen
kurabilirler	kur+Verb+Pos^DB+Verb+Able+Aor+A3pl
kuramazlar	kur+Verb^DB+Verb+Able+Neg+Aor+A3pl
artacak	art+Verb+Pos+Fut+A3sg
değiştirirsek	değiş+Verb^DB+Verb+Caus+Pos+Aor+Cond+A1pl
diyebilir	de+Verb+Pos^DB+Verb+Able+Aor+A3sg
harmanlandığı	harmanla+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
değişmeyeceğine	değiş+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Dat
değerlendirebilirsiniz	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
paylaşıyoruz	paylaş+Verb+Pos+Prog1+A1pl
olabilmesinin	ol+Verb+Pos^DB+Verb+Able^DB+Noun+Inf2+A3sg+P3sg+Gen
gelemiyor	gel+Verb^DB+Verb+Able+Neg+Prog1+A3sg
okutamayan	oku+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Adj+PresPart
yoğunlaşmak	yoğun+Adj^DB+Verb+Become+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
sağlanmalı	sağla+Verb^DB+Verb+Pass+Pos+Neces+A3sg
yaratılması	yarat+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
üstlenmeli	üstlen+Verb+Pos+Neces+A3sg
reddediyor	reddet+Verb+Pos+Prog1+A3sg
gelişmelere	geliş+Verb+Pos^DB+Noun+Inf2+A3pl+Pnon+Dat
tadar	tat+Verb+Pos+Aor+A3sg
açmadığınız	aç+Verb+Neg^DB+Adj+PastPart+P2pl
görünüşün	görün+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Gen
değerlendirilince	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+When
sınırlandırırsanız	sınır+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor+Cond+A2pl
mitleştirildiği	mit+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
soyutluyor	soyutla+Verb+Pos+Prog1+A3sg
yaşıyorsunuz	yaşa+Verb+Pos+Prog1+A2pl
önemsendiğini	önemse+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
büyümektedir	büyü+Verb+Pos+Prog2+A3sg+Cop
ederdiniz	et+Verb+Pos+Aor+Past+A2pl
sormasanız	sor+Verb+Neg+Desr+A2pl
ekledikleri	ekle+Verb+Pos^DB+Adj+PastPart+P3pl
ekliyorlar	ekle+Verb+Pos+Prog1+A3pl
ekleyeceğim	ekle+Verb+Pos+Fut+A1sg
önemsediğim	önemse+Verb+Pos^DB+Adj+PastPart+P1sg
dilediğini	dile+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
düşünebilir	düşün+Verb+Pos^DB+Verb+Able+Aor+A3sg
yargılamayı	yargıla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
sevmeyen	sev+Verb+Neg^DB+Adj+PresPart
değerlendirebilir	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
yapacaklarımla	yap+Verb+Pos^DB+Noun+FutPart+A3pl+P1sg+Ins
çıkacağının	çık+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Gen
görünüşle	görün+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Ins
tükenecek	tüken+Verb+Pos+Fut+A3sg
tükense	tüken+Verb+Pos+Desr+A3sg
odaklandım	odakla+Verb^DB+Verb+Pass+Pos+Past+A1sg
üretmiş	üre+Verb^DB+Verb+Caus+Pos+Narr+A3sg
sergilenir	sergile+Verb^DB+Verb+Pass+Pos+Aor+A3sg
başvuruyor	başvur+Verb+Pos+Prog1+A3sg
olmanıza	ol+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Dat
alınıyorsunuz	al+Verb^DB+Verb+Pass+Pos+Prog1+A2pl
ürktüğünüz	ürk+Verb+Pos^DB+Adj+PastPart+P2pl
güveniyoruz	güven+Verb+Pos+Prog1+A1pl
beklediğinin	bekle+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Gen
girerdim	gir+Verb+Pos+Aor+Past+A1sg
seçilmeme	seç+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
kaybedeli	kaybet+Verb+Pos^DB+Adverb+SinceDoingSo
inandığım	inan+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Nom
seçilmemde	seç+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P1sg+Loc
geçebilecek	geç+Verb+Pos^DB+Verb+Able^DB+Adj+FutPart+Pnon
sürdürülen	sür+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adj+PresPart
uzlaştı	uzlaş+Verb+Pos+Past+A3sg
uzlaşmaya	uzlaş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
varamadı	var+Verb^DB+Verb+Able+Neg+Past+A3sg
edilmeyecek	et+Verb^DB+Verb+Pass+Neg+Fut+A3sg
durmalıyız	dur+Verb+Pos+Neces+A1pl
yaklaşılması	yaklaş+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
bildirmezse	bil+Verb^DB+Verb+Caus+Neg+Aor+Cond+A3sg
ayrılmayacağız	ayır+Verb^DB+Verb+Pass+Neg+Fut+A1pl
açıklamamızı	açıkla+Verb+Pos^DB+Noun+Inf2+A3sg+P1pl+Acc
yapabilelim	yap+Verb+Pos^DB+Verb+Able+Opt+A1pl
toplayacağını	topla+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
yumuşatılmasına	yumuşa+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
atmadı	at+Verb+Neg+Past+A3sg
azaltılması	azal+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
sağlandı	sağla+Verb^DB+Verb+Pass+Pos+Past+A3sg
destekleyeceklerini	destekle+Verb+Pos^DB+Noun+FutPart+A3pl+P3pl+Acc
sağlayamadım	sağla+Verb^DB+Verb+Able+Neg+Past+A1sg
duyuruldu	duyur+Verb^DB+Verb+Pass+Pos+Past+A3sg
uzlaşmazlık	uzlaş+Verb+Pos^DB+Noun+NotState+A3sg+Pnon+Nom
yayılmasından	yay+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Abl
açıklanmaması	açıkla+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
varıldığını	var+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
yönelttiğinde	yönel+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
aradıklarını	ara+Verb+Pos^DB+Noun+PastPart+A3pl+P3pl+Acc
birleşmesini	birleş+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
tartışmasının	tartış+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Gen
durmanın	dur+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Gen
görüştüğünü	görüş+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
vardıklarını	var+Verb+Pos^DB+Noun+PastPart+A3sg+P3pl+Acc
kabullendirmek	kabullen+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
derinleştirilmesidir	derin+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sürdürülmesinin	sür+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Gen
hedeflendiği	hedefle+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
normalleştirilmesi	normal+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
başlayabiliriz	başla+Verb+Pos^DB+Verb+Able+Aor+A1pl
vermezken	ver+Verb+Neg+Aor^DB+Adverb+While
yürüten	yürü+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
gelişmenin	geliş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Gen
düzeltemeye	düzel+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Opt+A3sg
bulunmayacağı	bul+Verb^DB+Verb+Pass+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
çıkardığını	çık+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
