göre	gör+Verb+Pos+Opt+A3sg
cevapladım	cevapla+Verb+Pos+Past+A1sg
vardık	var+Verb+Pos+Past+A1pl
olmuşsun	ol+Verb+Pos+Narr+A2sg
yolladım	yolla+Verb+Pos+Past+A1sg
sağladı	sağla+Verb+Pos+Past+A3sg
ürperdim	ürper+Verb+Pos+Past+A1sg
başardım	başar+Verb+Pos+Past+A1sg
afallamış	afalla+Verb+Pos+Narr+A3sg
çekmem	çek+Verb+Neg+Aor+A1sg
duruyorum	dur+Verb+Pos+Prog1+A1sg
gelmeyecek	gel+Verb+Neg+Fut+A3sg
istediniz	iste+Verb+Pos+Past+A2pl
yaşamam	yaşa+Verb+Neg+Aor+A1sg
arttı	art+Verb+Pos+Past+A3sg
atmış	at+Verb+Pos+Narr+A3sg
yaktım	yak+Verb+Pos+Past+A1sg
irkiliyor	irkil+Verb+Pos+Prog1+A3sg
taktım	tak+Verb+Pos+Past+A1sg
çalışsak	çalış+Verb+Pos+Desr+A1pl
çağırayım	çağır+Verb+Pos+Opt+A1sg
gelsin	gel+Verb+Pos+Imp+A3sg
sönmüş	sön+Verb+Pos+Narr+A3sg
görmedik	gör+Verb+Neg+Past+A1pl
söyler	söyle+Verb+Pos+Aor+A3sg
göstersin	göster+Verb+Pos+Imp+A3sg
uyumuş	uyu+Verb+Pos+Narr+A3sg
uyudum	uyu+Verb+Pos+Past+A1sg
dolaştım	dolaş+Verb+Pos+Past+A1sg
şaşırdılar	şaşır+Verb+Pos+Past+A3pl
kullanacak	kullan+Verb+Pos+Fut+A3sg
ödedim	öde+Verb+Pos+Past+A1sg
yaktı	yak+Verb+Pos+Past+A3sg
binmeli	bin+Verb+Pos+Neces+A3sg
binecekler	bin+Verb+Pos+Fut+A3pl
binmeyecek	bin+Verb+Neg+Fut+A3sg
öğrenecekler	öğren+Verb+Pos+Fut+A3pl
tıka	tık+Verb+Pos+Opt+A3sg
tutacağız	tut+Verb+Pos+Fut+A1pl
konuşmayacağım	konuş+Verb+Neg+Fut+A1sg
bakmadım	bak+Verb+Neg+Past+A1sg
bahsetmeyin	bahset+Verb+Neg+Imp+A2pl
koruruz	koru+Verb+Pos+Aor+A1pl
bilecekler	bil+Verb+Pos+Fut+A3pl
dönmeyeceğim	dön+Verb+Neg+Fut+A1sg
yaşayacaksınız	yaşa+Verb+Pos+Fut+A2pl
satıyorlar	sat+Verb+Pos+Prog1+A3pl
korkmam	kork+Verb+Neg+Aor+A1sg
inanırım	inan+Verb+Pos+Aor+A1sg
söyleme	söyle+Verb+Neg+Imp+A2sg
girmeyeceğim	gir+Verb+Neg+Fut+A1sg
bakacaksın	bak+Verb+Pos+Fut+A2sg
geçtik	geç+Verb+Pos+Past+A1pl
yazmış	yaz+Verb+Pos+Narr+A3sg
istediler	iste+Verb+Pos+Past+A3pl
kakmayacaksın	kak+Verb+Neg+Fut+A2sg
kakacağım	kak+Verb+Pos+Fut+A1sg
gitmeli	git+Verb+Pos+Neces+A3sg
parala	parala+Verb+Pos+Imp+A2sg
dönmüşler	dön+Verb+Pos+Narr+A3pl
yeğlerim	yeğle+Verb+Pos+Aor+A1sg
tutar	tut+Verb+Pos+Aor+A3sg
kılar	kıl+Verb+Pos+Aor+A3sg
gevşemiş	gevşe+Verb+Pos+Narr+A3sg
yırttı	yırt+Verb+Pos+Past+A3sg
çıkmıyorsun	çık+Verb+Neg+Prog1+A2sg
aradım	ara+Verb+Pos+Past+A1sg
giyersin	giy+Verb+Pos+Aor+A2sg
kekeledi	kekele+Verb+Pos+Past+A3sg
vermeyecek	ver+Verb+Neg+Fut+A3sg
takacak	tak+Verb+Pos+Fut+A3sg
takarsın	tak+Verb+Pos+Aor+A2sg
iste	iste+Verb+Pos+Imp+A2sg
seç	seç+Verb+Pos+Imp+A2sg
alacaksın	al+Verb+Pos+Fut+A2sg
kiralayayım	kirala+Verb+Pos+Opt+A1sg
titreye	titre+Verb+Pos+Opt+A3sg
çıldırmış	çıldır+Verb+Pos+Narr+A3sg
bakmadın	bak+Verb+Neg+Past+A2sg
yürüyeceğim	yürü+Verb+Pos+Fut+A1sg
yazmalısın	yaz+Verb+Pos+Neces+A2sg
olmalıyım	ol+Verb+Pos+Neces+A1sg
dolaştılar	dolaş+Verb+Pos+Past+A3pl
ger	ger+Verb+Pos+Imp+A2sg
koştular	koş+Verb+Pos+Past+A3pl
açmadı	aç+Verb+Neg+Past+A3sg
koymaz	koy+Verb+Neg+Aor+A3sg
kiraladılar	kirala+Verb+Pos+Past+A3pl
yıkadı	yıka+Verb+Pos+Past+A3sg
yıkıyor	yıka+Verb+Pos+Prog1+A3sg
konuşmalı	konuş+Verb+Pos+Neces+A3sg
tanımamış	tanı+Verb+Neg+Narr+A3sg
değişmişsin	değiş+Verb+Pos+Narr+A2sg
yaşadım	yaşa+Verb+Pos+Past+A1sg
ödüyoruz	öde+Verb+Pos+Prog1+A1pl
anlarsın	anla+Verb+Pos+Aor+A2sg
rahatladım	rahatla+Verb+Pos+Past+A1sg
söylüyorsun	söyle+Verb+Pos+Prog1+A2sg
uçuşuyor	uçuş+Verb+Pos+Prog1+A3sg
kalkmışlar	kalk+Verb+Pos+Narr+A3pl
görünür	görün+Verb+Pos+Aor+A3sg
sandılar	san+Verb+Pos+Past+A3pl
gözükse	gözük+Verb+Pos+Desr+A3sg
girmemiş	gir+Verb+Neg+Narr+A3sg
değmemiş	değ+Verb+Neg+Narr+A3sg
durur	dur+Verb+Pos+Aor+A3sg
çalıyorsun	çal+Verb+Pos+Prog1+A2sg
uyuyorsun	uy+Verb+Pos+Prog1+A2sg
sıkıyorsun	sık+Verb+Pos+Prog1+A2sg
ulaştım	ulaş+Verb+Pos+Past+A1sg
ağlayacak	ağla+Verb+Pos+Fut+A3sg
affedin	affet+Verb+Pos+Imp+A2pl
geliyoruz	gel+Verb+Pos+Prog1+A1pl
oturuyoruz	otur+Verb+Pos+Prog1+A1pl
sıkışmış	sıkış+Verb+Pos+Narr+A3sg
geliyorsunuz	gel+Verb+Pos+Prog1+A2pl
geliyorum	gel+Verb+Pos+Prog1+A1sg
tanır	tanı+Verb+Pos+Aor+A3sg
anlamamış	anla+Verb+Neg+Narr+A3sg
aradılar	ara+Verb+Pos+Past+A3pl
olmadım	ol+Verb+Neg+Past+A1sg
kayboluyor	kaybol+Verb+Pos+Prog1+A3sg
doğdum	doğ+Verb+Pos+Past+A1sg
öleceğim	öl+Verb+Pos+Fut+A1sg
kırışmış	kırış+Verb+Pos+Narr+A3sg
getirmeyin	getir+Verb+Neg+Imp+A2pl
açmayın	aç+Verb+Neg+Imp+A2pl
yarayacak	yara+Verb+Pos+Fut+A3sg
satıyorsunuz	sat+Verb+Pos+Prog1+A2pl
getiriyorum	getir+Verb+Pos+Prog1+A1sg
değişmiyor	değiş+Verb+Neg+Prog1+A3sg
uğraşmıyorsunuz	uğraş+Verb+Neg+Prog1+A2pl
olmuyorsunuz	ol+Verb+Neg+Prog1+A2pl
gitmez	git+Verb+Neg+Aor+A3sg
ilgilenmiş	ilgilen+Verb+Pos+Narr+A3sg
uyumadı	uyu+Verb+Neg+Past+A3sg
önerdi	öner+Verb+Pos+Past+A3sg
ödemiş	öde+Verb+Pos+Narr+A3sg
içmiş	iç+Verb+Pos+Narr+A3sg
dayandım	dayan+Verb+Pos+Past+A1sg
boşalmış	boşal+Verb+Pos+Narr+A3sg
yaşarsınız	yaşa+Verb+Pos+Aor+A2pl
gömersiniz	göm+Verb+Pos+Aor+A2pl
imzaladılar	imzala+Verb+Pos+Past+A3pl
mahvolmuş	mahvol+Verb+Pos+Narr+A3sg
ovuştura	ovuştur+Verb+Pos+Opt+A3sg
yemiyorsunuz	ye+Verb+Neg+Prog1+A2pl
üzüyor	üz+Verb+Pos+Prog1+A3sg
istemeyeceğim	iste+Verb+Neg+Fut+A1sg
demem	de+Verb+Neg+Aor+A1sg
direndi	diren+Verb+Pos+Past+A3sg
içerim	iç+Verb+Pos+Aor+A1sg
çekinmeyin	çekin+Verb+Neg+Imp+A2pl
aydınlandı	aydınlan+Verb+Pos+Past+A3sg
bakmaz	bak+Verb+Neg+Aor+A3sg
yollamadım	yolla+Verb+Neg+Past+A1sg
kuralım	kur+Verb+Pos+Opt+A1pl
gidiyorlar	git+Verb+Pos+Prog1+A3pl
gelmesin	gel+Verb+Neg+Imp+A3sg
yapıyorum	yap+Verb+Pos+Prog1+A1sg
etmesin	et+Verb+Neg+Imp+A3sg
koysun	koy+Verb+Pos+Imp+A3sg
bilesiniz	bil+Verb+Pos+Opt+A2pl
buyurur	buyur+Verb+Pos+Aor+A3sg
görmezler	gör+Verb+Neg+Aor+A3pl
yapmadım	yap+Verb+Neg+Past+A1sg
istersiniz	iste+Verb+Pos+Aor+A2pl
tutuyor	tut+Verb+Pos+Prog1+A3sg
utanmadınız	utan+Verb+Neg+Past+A2pl
koymadınız	koy+Verb+Neg+Past+A2pl
anlamışsınız	anla+Verb+Pos+Narr+A2pl
içmeyecek	iç+Verb+Neg+Fut+A3sg
vermezsiniz	ver+Verb+Neg+Aor+A2pl
öderim	öde+Verb+Pos+Aor+A1sg
ödersiniz	öde+Verb+Pos+Aor+A2pl
anlatmayacağım	anlat+Verb+Neg+Fut+A1sg
yatmamış	yat+Verb+Neg+Narr+A3sg
kucakladım	kucakla+Verb+Pos+Past+A1sg
kaybetti	kaybet+Verb+Pos+Past+A3sg
sızlar	sızla+Verb+Pos+Aor+A3sg
belirir	belir+Verb+Pos+Aor+A3sg
çekmemiş	çek+Verb+Neg+Narr+A3sg
kazanıyorlar	kazan+Verb+Pos+Prog1+A3pl
çektik	çek+Verb+Pos+Past+A1pl
ölecek	öl+Verb+Pos+Fut+A3sg
hastalanacak	hastalan+Verb+Pos+Fut+A3sg
yapsam	yap+Verb+Pos+Desr+A1sg
edeceksiniz	et+Verb+Pos+Fut+A2pl
konuşacağım	konuş+Verb+Pos+Fut+A1sg
çarpmış	çarp+Verb+Pos+Narr+A3sg
döktünüz	dök+Verb+Pos+Past+A2pl
öper	öp+Verb+Pos+Aor+A3sg
etmelisiniz	et+Verb+Pos+Neces+A2pl
evleneceksiniz	evlen+Verb+Pos+Fut+A2pl
parlıyor	parla+Verb+Pos+Prog1+A3sg
kaçınıyor	kaçın+Verb+Pos+Prog1+A3sg
ağlarlar	ağla+Verb+Pos+Aor+A3pl
kızardı	kızar+Verb+Pos+Past+A3sg
ağlamayın	ağla+Verb+Neg+Imp+A2pl
evleneceğim	evlen+Verb+Pos+Fut+A1sg
şakalaşıyor	şakalaş+Verb+Pos+Prog1+A3sg
istemiyor	iste+Verb+Neg+Prog1+A3sg
susuyor	susa+Verb+Pos+Prog1+A3sg
seviniyor	sevin+Verb+Pos+Prog1+A3sg
demiş	de+Verb+Pos+Narr+A3sg
yapmalıyız	yap+Verb+Pos+Neces+A1pl
tutun	tutun+Verb+Pos+Imp+A2sg
yatar	yat+Verb+Pos+Aor+A3sg
yollarım	yolla+Verb+Pos+Aor+A1sg
yakayım	yak+Verb+Pos+Opt+A1sg
asmış	as+Verb+Pos+Narr+A3sg
beklemezler	bekle+Verb+Neg+Aor+A3pl
seve	sev+Verb+Pos+Opt+A3sg
yakındı	yakın+Verb+Pos+Past+A3sg
şaşırdım	şaşır+Verb+Pos+Past+A1sg
tanımıyorum	tanı+Verb+Neg+Prog1+A1sg
yazacak	yaz+Verb+Pos+Fut+A3sg
yayınladı	yayınla+Verb+Pos+Past+A3sg
dönüşmüş	dönüş+Verb+Pos+Narr+A3sg
uyusam	uyu+Verb+Pos+Desr+A1sg
etsin	et+Verb+Pos+Imp+A3sg
batsın	bat+Verb+Pos+Imp+A3sg
oluyorlar	ol+Verb+Pos+Prog1+A3pl
yetecek	yet+Verb+Pos+Fut+A3sg
çözümleyeceğim	çözümle+Verb+Pos+Fut+A1sg
çalmamış	çal+Verb+Neg+Narr+A3sg
yetişse	yetiş+Verb+Pos+Desr+A3sg
beklemiş	bekle+Verb+Pos+Narr+A3sg
gitmese	git+Verb+Neg+Desr+A3sg
yetişmeyecek	yetiş+Verb+Neg+Fut+A3sg
ürktü	ürk+Verb+Pos+Past+A3sg
karışıyor	karış+Verb+Pos+Prog1+A3sg
koruyor	koru+Verb+Pos+Prog1+A3sg
kalkıyorum	kalk+Verb+Pos+Prog1+A1sg
edinmiş	edin+Verb+Pos+Narr+A3sg
başarsa	başar+Verb+Pos+Desr+A3sg
öğretti	öğret+Verb+Pos+Past+A3sg
yeğledi	yeğle+Verb+Pos+Past+A3sg
bulunsa	bulun+Verb+Pos+Desr+A3sg
kalkmadı	kalk+Verb+Neg+Past+A3sg
açmazlar	aç+Verb+Neg+Aor+A3pl
sürttü	sürt+Verb+Pos+Past+A3sg
bilmiyoruz	bil+Verb+Neg+Prog1+A1pl
çıkmıyor	çık+Verb+Neg+Prog1+A3sg
oturur	otur+Verb+Pos+Aor+A3sg
inceler	incele+Verb+Pos+Aor+A3sg
görseniz	gör+Verb+Pos+Desr+A2pl
şaşırırsınız	şaşır+Verb+Pos+Aor+A2pl
söylemiş	söyle+Verb+Pos+Narr+A3sg
kımıldamadı	kımılda+Verb+Neg+Past+A3sg
söylemeliyim	söyle+Verb+Pos+Neces+A1sg
kalırız	kal+Verb+Pos+Aor+A1pl
hapsediyorsunuz	hapset+Verb+Pos+Prog1+A2pl
veriyorsunuz	ver+Verb+Pos+Prog1+A2pl
sokuyorsunuz	sok+Verb+Pos+Prog1+A2pl
savsaklıyorsunuz	savsakla+Verb+Pos+Prog1+A2pl
duymuyorum	duy+Verb+Neg+Prog1+A1sg
açtınız	aç+Verb+Pos+Past+A2pl
açıyorum	aç+Verb+Pos+Prog1+A1sg
yatıyorum	yat+Verb+Pos+Prog1+A1sg
okumamış	oku+Verb+Neg+Narr+A3sg
çıkacağım	çık+Verb+Pos+Fut+A1sg
tutundu	tutun+Verb+Pos+Past+A3sg
durmuş	dur+Verb+Pos+Narr+A3sg
çağırın	çağır+Verb+Pos+Imp+A2pl
açtılar	aç+Verb+Pos+Past+A3pl
ilerledi	ilerle+Verb+Pos+Past+A3sg
koyacağım	koy+Verb+Pos+Fut+A1sg
gitmeyin	git+Verb+Neg+Imp+A2pl
başlamaz	başla+Verb+Neg+Aor+A3sg
tutunmuş	tutun+Verb+Pos+Narr+A3sg
basacak	bas+Verb+Pos+Fut+A3sg
ayıracak	ayır+Verb+Pos+Fut+A3sg
sezmiş	sez+Verb+Pos+Narr+A3sg
koşacak	koş+Verb+Pos+Fut+A3sg
büksün	bük+Verb+Pos+Imp+A3sg
gömmüş	göm+Verb+Pos+Narr+A3sg
havalanıyor	havalan+Verb+Pos+Prog1+A3sg
hışırdıyor	hışırda+Verb+Pos+Prog1+A3sg
geçmedi	geç+Verb+Neg+Past+A3sg
dursun	dur+Verb+Pos+Imp+A3sg
büründü	bürün+Verb+Pos+Past+A3sg
getirecek	getir+Verb+Pos+Fut+A3sg
sıçramış	sıçra+Verb+Pos+Narr+A3sg
çürümüş	çürü+Verb+Pos+Narr+A3sg
donmuş	don+Verb+Pos+Narr+A3sg
yenmez	yen+Verb+Neg+Aor+A3sg
taşıdı	taşı+Verb+Pos+Past+A3sg
dönmez	dön+Verb+Neg+Aor+A3sg
geğirdi	geğir+Verb+Pos+Past+A3sg
dilemiş	dile+Verb+Pos+Narr+A3sg
istememiş	iste+Verb+Neg+Narr+A3sg
doydum	doy+Verb+Pos+Past+A1sg
sürüklemiş	sürükle+Verb+Pos+Narr+A3sg
dönüşüyor	dönüş+Verb+Pos+Prog1+A3sg
alıyorlar	al+Verb+Pos+Prog1+A3pl
bağlamış	bağla+Verb+Pos+Narr+A3sg
itiyor	it+Verb+Pos+Prog1+A3sg
girmez	gir+Verb+Neg+Aor+A3sg
açıyor	aç+Verb+Pos+Prog1+A3sg
gerekti	gerek+Verb+Pos+Past+A3sg
düzenledi	düzenle+Verb+Pos+Past+A3sg
saklamış	sakla+Verb+Pos+Narr+A3sg
bekliyorlar	bekle+Verb+Pos+Prog1+A3pl
kaldılar	kal+Verb+Pos+Past+A3pl
gireyim	gir+Verb+Pos+Opt+A1sg
üstlenmiş	üstlen+Verb+Pos+Narr+A3sg
bulmuş	bul+Verb+Pos+Narr+A3sg
çekmiş	çek+Verb+Pos+Narr+A3sg
getiriyor	getir+Verb+Pos+Prog1+A3sg
fısıldar	fısılda+Verb+Pos+Aor+A3sg
kaçınır	kaçın+Verb+Pos+Aor+A3sg
incelir	incel+Verb+Pos+Aor+A3sg
duyarız	duy+Verb+Pos+Aor+A1pl
gülüyor	gül+Verb+Pos+Prog1+A3sg
oflar	ofla+Verb+Pos+Aor+A3sg
gönderdi	gönder+Verb+Pos+Past+A3sg
etmeliyim	et+Verb+Pos+Neces+A1sg
saklayacağım	sakla+Verb+Pos+Fut+A1sg
basıyor	bas+Verb+Pos+Prog1+A3sg
geçelim	geç+Verb+Pos+Opt+A1pl
bıraktınız	bırak+Verb+Pos+Past+A2pl
yineledim	yinele+Verb+Pos+Past+A1sg
seviyoruz	sev+Verb+Pos+Prog1+A1pl
yanıyor	yan+Verb+Pos+Prog1+A3sg
istesem	iste+Verb+Pos+Desr+A1sg
tembihledim	tembihle+Verb+Pos+Past+A1sg
uyumamış	uyu+Verb+Neg+Narr+A3sg
uymuyor	uy+Verb+Neg+Prog1+A3sg
vuruyor	vur+Verb+Pos+Prog1+A3sg
çabaladım	çabala+Verb+Pos+Past+A1sg
kanacak	kan+Verb+Pos+Fut+A3sg
çevirdiniz	çevir+Verb+Pos+Past+A2pl
varsayalım	varsay+Verb+Pos+Opt+A1pl
bileyim	bil+Verb+Pos+Opt+A1sg
yapmaz	yap+Verb+Neg+Aor+A3sg
karşılaştırıyorum	karşılaştır+Verb+Pos+Prog1+A1sg
varıyorum	var+Verb+Pos+Prog1+A1sg
bekler	bekle+Verb+Pos+Aor+A3sg
çözmüş	çöz+Verb+Pos+Narr+A3sg
olmuyorlar	ol+Verb+Neg+Prog1+A3pl
saklıyor	sakla+Verb+Pos+Prog1+A3sg
yapıyoruz	yap+Verb+Pos+Prog1+A1pl
aktarmıyoruz	aktar+Verb+Neg+Prog1+A1pl
çabalıyoruz	çabala+Verb+Pos+Prog1+A1pl
çalışıyorlar	çalış+Verb+Pos+Prog1+A3pl
kalmam	kal+Verb+Neg+Aor+A1sg
görüşürüz	görüş+Verb+Pos+Aor+A1pl
olacağız	ol+Verb+Pos+Fut+A1pl
görüşmediniz	görüş+Verb+Neg+Past+A2pl
çabalasa	çabala+Verb+Pos+Desr+A3sg
çalışmayın	çalış+Verb+Neg+Imp+A2pl
davrandı	davran+Verb+Pos+Past+A3sg
tanımamışım	tanı+Verb+Neg+Narr+A1sg
gelmeyeceksin	gel+Verb+Neg+Fut+A2sg
yazmadı	yaz+Verb+Neg+Past+A3sg
kahroluyorum	kahrol+Verb+Pos+Prog1+A1sg
aktaracağım	aktar+Verb+Pos+Fut+A1sg
demeyin	de+Verb+Neg+Imp+A2pl
sevmiyorum	sev+Verb+Neg+Prog1+A1sg
okşar	okşa+Verb+Pos+Aor+A3sg
kahrediyorsunuz	kahret+Verb+Pos+Prog1+A2pl
eriyorum	er+Verb+Pos+Prog1+A1sg
yetmiyor	yet+Verb+Neg+Prog1+A3sg
etkilemiş	etkile+Verb+Pos+Narr+A3sg
saçmalıyorum	saçmala+Verb+Pos+Prog1+A1sg
kullandım	kullan+Verb+Pos+Past+A1sg
akıyor	ak+Verb+Pos+Prog1+A3sg
kurur	kuru+Verb+Pos+Aor+A3sg
oturun	otur+Verb+Pos+Imp+A2pl
oturmayacağım	otur+Verb+Neg+Fut+A1sg
kovmuyorsunuz	kov+Verb+Neg+Prog1+A2pl
reddettiler	reddet+Verb+Pos+Past+A3pl
sivrilmiş	sivril+Verb+Pos+Narr+A3sg
üstlendi	üstlen+Verb+Pos+Past+A3sg
etkiledi	etkile+Verb+Pos+Past+A3sg
dolaştı	dolaş+Verb+Pos+Past+A3sg
inceledi	incele+Verb+Pos+Past+A3sg
incelmiş	incel+Verb+Pos+Narr+A3sg
açıkladı	açıkla+Verb+Pos+Past+A3sg
vermediler	ver+Verb+Neg+Past+A3pl
etkilemedi	etkile+Verb+Neg+Past+A3sg
arınmış	arın+Verb+Pos+Narr+A3sg
kaybolurlar	kaybol+Verb+Pos+Aor+A3pl
benimsemiş	benimse+Verb+Pos+Narr+A3sg
ölmez	öl+Verb+Neg+Aor+A3sg
dinlemiş	dinle+Verb+Pos+Narr+A3sg
dirilmiş	diril+Verb+Pos+Narr+A3sg
bağışlayayım	bağışla+Verb+Pos+Opt+A1sg
atsın	at+Verb+Pos+Imp+A3sg
örtmüş	ört+Verb+Pos+Narr+A3sg
tut	tut+Verb+Pos+Imp+A2sg
boşvermiş	boşver+Verb+Pos+Narr+A3sg
geçtiler	geç+Verb+Pos+Past+A3pl
götür	götür+Verb+Pos+Imp+A2sg
kırptı	kırp+Verb+Pos+Past+A3sg
değdi	değ+Verb+Pos+Past+A3sg
havalandı	havalan+Verb+Pos+Past+A3sg
sürtündü	sürtün+Verb+Pos+Past+A3sg
irkildi	irkil+Verb+Pos+Past+A3sg
edindi	edin+Verb+Pos+Past+A3sg
üstlendiler	üstlen+Verb+Pos+Past+A3pl
ilgileniyor	ilgilen+Verb+Pos+Prog1+A3sg
topluyor	topla+Verb+Pos+Prog1+A3sg
dikiyor	dik+Verb+Pos+Prog1+A3sg
aşmış	aş+Verb+Pos+Narr+A3sg
harcıyor	harca+Verb+Pos+Prog1+A3sg
tiksiniyor	tiksin+Verb+Pos+Prog1+A3sg
geçiniyor	geçin+Verb+Pos+Prog1+A3sg
terlemiş	terle+Verb+Pos+Narr+A3sg
içecekler	iç+Verb+Pos+Fut+A3pl
yolladı	yolla+Verb+Pos+Past+A3sg
göreyim	gör+Verb+Pos+Opt+A1sg
çıkarsın	çık+Verb+Pos+Aor+A2sg
tükendi	tüken+Verb+Pos+Past+A3sg
tutayım	tut+Verb+Pos+Opt+A1sg
evleniriz	evlen+Verb+Pos+Aor+A1pl
rastladı	rastla+Verb+Pos+Past+A3sg
zannediyor	zannet+Verb+Pos+Prog1+A3sg
uyuyorlar	uy+Verb+Pos+Prog1+A3pl
kalkıyorlar	kalk+Verb+Pos+Prog1+A3pl
sürüyorlar	sür+Verb+Pos+Prog1+A3pl
inceliyorlar	incele+Verb+Pos+Prog1+A3pl
giyiyorlar	giy+Verb+Pos+Prog1+A3pl
korusunlar	koru+Verb+Pos+Imp+A3pl
eklesinler	ekle+Verb+Pos+Imp+A3pl
fırçaladı	fırçala+Verb+Pos+Past+A3sg
çalkaladı	çalkala+Verb+Pos+Past+A3sg
taradı	tara+Verb+Pos+Past+A3sg
göndermişler	gönder+Verb+Pos+Narr+A3pl
gülüştü	gülüş+Verb+Pos+Past+A3sg
beklemesin	bekle+Verb+Neg+Imp+A3sg
erişmiş	eriş+Verb+Pos+Narr+A3sg
göndereceğim	gönder+Verb+Pos+Fut+A1sg
vazgeçecek	vazgeç+Verb+Pos+Fut+A3sg
bitmemiş	bit+Verb+Neg+Narr+A3sg
ilerlemem	ilerle+Verb+Neg+Aor+A1sg
önemsemez	önemse+Verb+Neg+Aor+A3sg
iletsin	ilet+Verb+Pos+Imp+A3sg
söylesin	söyle+Verb+Pos+Imp+A3sg
göreceğim	gör+Verb+Pos+Fut+A1sg
yanmış	yan+Verb+Pos+Narr+A3sg
biliyorlar	bile+Verb+Pos+Prog1+A3pl
evlenmeli	evlen+Verb+Pos+Neces+A3sg
evlenmemeli	evlen+Verb+Neg+Neces+A3sg
sevmiş	sev+Verb+Pos+Narr+A3sg
davranın	davran+Verb+Pos+Imp+A2pl
sürükleyecek	sürükle+Verb+Pos+Fut+A3sg
affet	affet+Verb+Pos+Imp+A2sg
göstermeyin	göster+Verb+Neg+Imp+A2pl
umuyorum	um+Verb+Pos+Prog1+A1sg
fısıldamış	fısılda+Verb+Pos+Narr+A3sg
uyandı	uyan+Verb+Pos+Past+A3sg
bırakıyorum	bırak+Verb+Pos+Prog1+A1sg
göçmüş	göç+Verb+Pos+Narr+A3sg
farzetsem	farzet+Verb+Pos+Desr+A1sg
reddediyorum	reddet+Verb+Pos+Prog1+A1sg
yollarsınız	yolla+Verb+Pos+Aor+A2pl
sunar	sun+Verb+Pos+Aor+A3sg
olmayacağım	ol+Verb+Neg+Fut+A1sg
üflüyor	üfle+Verb+Pos+Prog1+A3sg
türer	türe+Verb+Pos+Aor+A3sg
yutar	yut+Verb+Pos+Aor+A3sg
kemirirler	kemir+Verb+Pos+Aor+A3pl
cezbeder	cezbet+Verb+Pos+Aor+A3sg
çıkmamalı	çık+Verb+Neg+Neces+A3sg
hazırladım	hazırla+Verb+Pos+Past+A1sg
yolluyorum	yolla+Verb+Pos+Prog1+A1sg
tuttunuz	tut+Verb+Pos+Past+A2pl
küçümsüyorum	küçümse+Verb+Pos+Prog1+A1sg
damgaladı	damgala+Verb+Pos+Past+A3sg
çarpacak	çarp+Verb+Pos+Fut+A3sg
arıtmış	arıt+Verb+Pos+Narr+A3sg
varır	var+Verb+Pos+Aor+A3sg
kaydedin	kaydet+Verb+Pos+Imp+A2pl
inceleyin	incele+Verb+Pos+Imp+A2pl
tıklatın	tıklat+Verb+Pos+Imp+A2pl
açmış	aç+Verb+Pos+Narr+A3sg
okuyun	oku+Verb+Pos+Imp+A2pl
sağlar	sağla+Verb+Pos+Aor+A3sg
bulun	bul+Verb+Pos+Imp+A2pl
seçmiş	seç+Verb+Pos+Narr+A3sg
gönderdim	gönder+Verb+Pos+Past+A1sg
engelliyor	engelle+Verb+Pos+Prog1+A3sg
kaybediyorum	kaybet+Verb+Pos+Prog1+A1sg
listeler	listele+Verb+Pos+Aor+A3sg
ayarlayın	ayarla+Verb+Pos+Imp+A2pl
kullanın	kullan+Verb+Pos+Imp+A2pl
vermelisiniz	ver+Verb+Pos+Neces+A2pl
açın	aç+Verb+Pos+Imp+A2pl
açıklar	açıkla+Verb+Pos+Aor+A3sg
görüntüle	görüntüle+Verb+Pos+Imp+A2sg
belirleyin	belirle+Verb+Pos+Imp+A2pl
girersiniz	gir+Verb+Pos+Aor+A2pl
seçin	seç+Verb+Pos+Imp+A2pl
temizleyin	temizle+Verb+Pos+Imp+A2pl
düzenleyin	düzenle+Verb+Pos+Imp+A2pl
ayarlamaz	ayarla+Verb+Neg+Aor+A3sg
vermez	ver+Verb+Neg+Aor+A3sg
reddeder	reddet+Verb+Pos+Aor+A3sg
devralırlar	devral+Verb+Pos+Aor+A3pl
olsanız	ol+Verb+Pos+Desr+A2pl
görüntüler	görüntüle+Verb+Pos+Aor+A3sg
görüntüleyin	görüntüle+Verb+Pos+Imp+A2pl
gerekmez	gerek+Verb+Neg+Aor+A3sg
ekler	ekle+Verb+Pos+Aor+A3sg
kullanır	kullan+Verb+Pos+Aor+A3sg
başvurun	başvur+Verb+Pos+Imp+A2pl
eklersiniz	ekle+Verb+Pos+Aor+A2pl
düzenle	düzenle+Verb+Pos+Imp+A2sg
görüntülemez	görüntüle+Verb+Neg+Aor+A3sg
denetleyin	denetle+Verb+Pos+Imp+A2pl
dışlamış	dışla+Verb+Pos+Narr+A3sg
değişir	değiş+Verb+Pos+Aor+A3sg
oluşur	oluş+Verb+Pos+Aor+A3sg
seçersiniz	seç+Verb+Pos+Aor+A2pl
oluşmuş	oluş+Verb+Pos+Narr+A3sg
tanımlayın	tanımla+Verb+Pos+Imp+A2pl
seçmeyin	seç+Verb+Neg+Imp+A2pl
sıfırlamayın	sıfırla+Verb+Neg+Imp+A2pl
sağlayın	sağla+Verb+Pos+Imp+A2pl
arayın	ara+Verb+Pos+Imp+A2pl
silmez	sil+Verb+Neg+Aor+A3sg
devralmaz	devral+Verb+Neg+Aor+A3sg
