rahatlattı	rahatla+Verb^DB+Verb+Caus+Pos+Past+A3sg
düşecektir	düş+Verb+Pos+Fut+A3sg+Cop
yararlanın	yarar+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Imp+A2pl
adımıdır	adım+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
duyarlar	duy+Verb+Pos+Aor+A3pl
başınaysanız	baş+Noun+A3sg+P3sg+Dat^DB+Verb+Zero+Cond+A2pl
anneyseniz	anne+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Cond+A2pl
düşünülüyor	düşün+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
kurtulabiliriz	kurtul+Verb+Pos^DB+Verb+Able+Aor+A1pl
inecek	in+Verb+Pos+Fut+A3sg
seyirdir	seyir+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yapacaktır	yap+Verb+Pos+Fut+A3sg+Cop
temelidir	temel+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
zayıftır	zayıf+Adj^DB+Verb+Zero+Pres+A3sg+Cop
kaçınılmazdır	kaçınılmaz+Adj^DB+Verb+Zero+Pres+A3sg+Cop
şarttır	şart+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kalacaktır	kal+Verb+Pos+Fut+A3sg+Cop
değerlenecektir	değerle+Verb^DB+Verb+Pass+Pos+Fut+A3sg+Cop
kaybedecektir	kaybet+Verb+Pos+Fut+A3sg+Cop
çevrilebilir	çevir+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
kazanabileceğidir	kazan+Verb+Pos^DB+Verb+Able^DB+Noun+FutPart+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
artacaktır	art+Verb+Pos+Fut+A3sg+Cop
geciktirecektir	gecik+Verb^DB+Verb+Caus+Pos+Fut+A3sg+Cop
etkileyecektir	etkile+Verb+Pos+Fut+A3sg+Cop
zorlaştıracaktır	zor+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Fut+A3sg+Cop
görülmelidir	gör+Verb^DB+Verb+Pass+Pos+Neces+A3sg+Cop
yaratacaktır	yarat+Verb+Pos+Fut+A3sg+Cop
düşürmüştür	düş+Verb^DB+Verb+Caus+Pos+Narr+A3sg+Cop
patlamıştır	patla+Verb+Pos+Narr+A3sg+Cop
görünmektedir	görün+Verb+Pos+Prog2+A3sg+Cop
büyürse	büyü+Verb+Pos+Aor+Cond+A3sg
görünmemektedir	görün+Verb+Neg+Prog2+A3sg+Cop
olmayacaktır	ol+Verb+Neg+Fut+A3sg+Cop
paraleldirler	paralel+Adj^DB+Verb+Zero+Pres+A3pl+Cop
şartlardansa	şart+Noun+A3pl+Pnon+Abl^DB+Verb+Zero+Cond+A3sg
diğeridir	diğer+Adj^DB+Noun+Zero+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sorunludur	sorun+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
yararınadır	yarar+Noun+A3sg+P3sg+Dat^DB+Verb+Zero+Pres+A3sg+Cop
çalışılmasıdır	çalış+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
reformdur	reform+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
işaretleridir	işaret+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
çekinmemişlerdir	çekin+Verb+Neg+Narr+A3pl+Cop
tehdittir	tehdit+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
konudadır	konu+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
yaptırımlardır	yaptırım+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
çabalıyor	çabala+Verb+Pos+Prog1+A3sg
unutamıyor	unut+Verb^DB+Verb+Able+Neg+Prog1+A3sg
uyanıktım	uyanık+Adj^DB+Verb+Zero+Past+A1sg
ütülüyordum	ütüle+Verb+Pos+Prog1+Past+A1sg
sesleniyordum	seslen+Verb+Pos+Prog1+Past+A1sg
kahrediyordu	kahret+Verb+Pos+Prog1+Past+A3sg
kabullenemiyor	kabullen+Verb^DB+Verb+Able+Neg+Prog1+A3sg
bayılmışlardır	bayıl+Verb+Pos+Narr+A3pl+Cop
öldürecektim	öl+Verb^DB+Verb+Caus+Pos+Fut+Past+A1sg
ölseydim	öl+Verb+Pos+Desr+Past+A1sg
başlangıcıydı	başlangıç+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
yıkılmıştı	yık+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
ekliyor	ekle+Verb+Pos+Prog1+A3sg
dayanacak	dayan+Verb+Pos+Fut+A3sg
başarıverdi	başar+Verb+Pos^DB+Verb+Hastily+Past+A3sg
almalıyız	al+Verb+Pos+Neces+A1pl
dibindeyiz	dip+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1pl
karşılayabiliriz	karşıla+Verb+Pos^DB+Verb+Able+Aor+A1pl
gerçekleştirebilecek	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able+Fut+A3sg
kurulabilirse	kur+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+Cond+A3sg
başlanmış	başla+Verb^DB+Verb+Pass+Pos+Narr+A3sg
ayıklayacağız	ayıkla+Verb+Pos+Fut+A1pl
harcıyorsunuz	harca+Verb+Pos+Prog1+A2pl
yatırıyor	yat+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
duysa	duy+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Cond+A3sg
bekleriz	bekle+Verb+Pos+Aor+A1pl
yandı	yan+Verb+Pos+Past+A3sg
başlatıldı	başla+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Past+A3sg
getirmişler	getir+Verb+Pos+Narr+A3pl
yemeklerdir	yemek+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
davranmadı	davran+Verb+Neg+Past+A3sg
aşıldı	aş+Verb^DB+Verb+Pass+Pos+Past+A3sg
alınmalıdır	al+Verb^DB+Verb+Pass+Pos+Neces+A3sg+Cop
açılmalıdır	aç+Verb^DB+Verb+Pass+Pos+Neces+A3sg+Cop
hatalıydı	hata+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
beğenmeseler	beğen+Verb+Neg+Desr+A3pl
çalışsa	çalış+Verb+Pos+Desr+A3sg
gelecekse	gel+Verb+Pos+Fut+Cond+A3sg
geçerliydi	geçerli+Adj^DB+Verb+Zero+Past+A3sg
belirtiyorlar	belir+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
uğramaz	uğra+Verb+Neg+Aor+A3sg
gönderiyorum	gönder+Verb+Pos+Prog1+A1sg
işlesin	işle+Verb+Pos+Imp+A3sg
uygulanmayacaktır	uygula+Verb^DB+Verb+Pass+Neg+Fut+A3sg+Cop
yapamıyorsunuz	yap+Verb^DB+Verb+Able+Neg+Prog1+A2pl
verilmeli	ver+Verb^DB+Verb+Pass+Pos+Neces+A3sg
yayınlanmaktadır	yayınla+Verb^DB+Verb+Pass+Pos+Prog2+A3sg+Cop
özelleştirilmeli	özel+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos+Neces+A3sg
özelleştirilmemeli	özel+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Neg+Neces+A3sg
özelleştirilebilecek	özel+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Fut+A3sg
kaçıyor	kaç+Verb+Pos+Prog1+A3sg
nakledilecekler	naklet+Verb^DB+Verb+Pass+Pos+Fut+A3pl
atılacaklar	at+Verb^DB+Verb+Pass+Pos+Fut+A3pl
yadırgadım	yadırga+Verb+Pos+Past+A1sg
öğretmiş	öğret+Verb+Pos+Narr+A3sg
saygısızlıktır	saygı+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kınıyoruz	kına+Verb+Pos+Prog1+A1pl
bozdurmuş	boz+Verb^DB+Verb+Caus+Pos+Narr+A3sg
sağlanacaktır	sağla+Verb^DB+Verb+Pass+Pos+Fut+A3sg+Cop
biçiyor	biç+Verb+Pos+Prog1+A3sg
öğrenelim	öğren+Verb+Pos+Opt+A1pl
çarpılıyor	çarp+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
alkışlarsanız	alkışla+Verb+Pos+Aor+Cond+A2pl
eleştiriyorsanız	eleştir+Verb+Pos+Prog1+Cond+A2pl
yazmayacak	yaz+Verb+Neg+Fut+A3sg
yazdık	yaz+Verb+Pos+Past+A1pl
ödüllendiriliyorsunuz	ödül+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A2pl
gördüysek	gör+Verb+Pos+Past+Cond+A1pl
öğrendiysek	öğren+Verb+Pos+Past+Cond+A1pl
yazıyoruz	yaz+Verb+Pos+Prog1+A1pl
gösteriliyor	göster+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
belirliyorsa	belirle+Verb+Pos+Prog1+Cond+A3sg
duyuyoruz	duy+Verb+Pos+Prog1+A1pl
yasaklandı	yasakla+Verb^DB+Verb+Pass+Pos+Past+A3sg
yasaklanmıştır	yasakla+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
kurtulmuştur	kurtul+Verb+Pos+Narr+A3sg+Cop
hatırlamasak	hatırla+Verb+Neg+Desr+A1pl
tanıtmış	tanı+Verb^DB+Verb+Caus+Pos+Narr+A3sg
getirilmezse	getir+Verb^DB+Verb+Pass+Neg+Aor+Cond+A3sg
kararlıyız	karar+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A1pl
gösterilmezse	göster+Verb^DB+Verb+Pass+Neg+Aor+Cond+A3sg
üzüldüm	üz+Verb^DB+Verb+Pass+Pos+Past+A1sg
düzeltiyor	düzel+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
yüklemektedir	yükle+Verb+Pos+Prog2+A3sg+Cop
algılanırsa	algıla+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
algılansın	algıla+Verb^DB+Verb+Pass+Pos+Imp+A3sg
yürü	yürü+Verb+Pos+Imp+A2sg
sayılırdı	say+Verb^DB+Verb+Pass+Pos+Aor+Past+A3sg
katılır	kat+Verb^DB+Verb+Pass+Pos+Aor+A3sg
kutlanır	kutla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
söylenirdi	söyle+Verb^DB+Verb+Pass+Pos+Aor+Past+A3sg
süslenirdi	süsle+Verb^DB+Verb+Pass+Pos+Aor+Past+A3sg
yapılırdı	yap+Verb^DB+Verb+Pass+Pos+Aor+Past+A3sg
gelenekseldi	geleneksel+Adj^DB+Verb+Zero+Past+A3sg
tanışır	tanış+Verb+Pos+Aor+A3sg
naklediyor	naklet+Verb+Pos+Prog1+A3sg
eğlenirdik	eğlen+Verb+Pos+Aor+Past+A1pl
edilmektedir	et+Verb^DB+Verb+Pass+Pos+Prog2+A3sg+Cop
içtim	iç+Verb+Pos+Past+A1sg
yolundadır	yol+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3sg+Cop
meçhuldür	meçhul+Adj^DB+Verb+Zero+Pres+A3sg+Cop
etmiyorduk	et+Verb+Neg+Prog1+Past+A1pl
gözleniyor	gözle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
gözledik	gözle+Verb+Pos+Past+A1pl
gerilemiş	gerile+Verb+Pos+Narr+A3sg
yakınıyorlar	yakın+Verb+Pos+Prog1+A3pl
bilseler	bil+Verb+Pos+Desr+A3pl
geçemeyeceğiz	geç+Verb^DB+Verb+Able+Neg+Fut+A1pl
kapatılacaklarsa	kapa+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Fut+A3pl+Cond
programdı	program+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
söylemedilerse	söyle+Verb+Neg+Past+A3pl+Cond
yapılamadı	yap+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Past+A3sg
taşıyorsa	taş+Verb+Pos+Prog1+Cond+A3sg
yansıtmalı	yansı+Verb^DB+Verb+Caus+Pos+Neces+A3sg
almıyorum	al+Verb+Neg+Prog1+A1sg
kullandık	kullan+Verb+Pos+Past+A1pl
gümüşler	gümüşle+Verb+Pos+Aor+A3sg
kullanılmayacak	kullan+Verb^DB+Verb+Pass+Neg+Fut+A3sg
anabilirler	an+Verb+Pos^DB+Verb+Able+Aor+A3pl
keşfedebilirler	keşfet+Verb+Pos^DB+Verb+Able+Aor+A3pl
izleyebiliyor	izle+Verb+Pos^DB+Verb+Able+Prog1+A3sg
belirtelim	belir+Verb^DB+Verb+Caus+Pos+Opt+A1pl
eleştiriliyor	eleştir+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
külliyeydi	külliye+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
yıktırıldı	yık+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Past+A3sg
onarıldı	onar+Verb^DB+Verb+Pass+Pos+Past+A3sg
projelendirildi	proje+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Past+A3sg
bilinecektir	bil+Verb^DB+Verb+Pass+Pos+Fut+A3sg+Cop
önerir	öner+Verb+Pos+Aor+A3sg
doğurur	doğ+Verb^DB+Verb+Caus+Pos+Aor+A3sg
unutulmamalı	unut+Verb^DB+Verb+Pass+Neg+Neces+A3sg
hissedeceksiniz	hisset+Verb+Pos+Fut+A2pl
adlandırıldı	ad+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Past+A3sg
adlandırılıyor	ad+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
yürüyor	yürü+Verb+Pos+Prog1+A3sg
safhadaydı	safha+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
yatıştı	yatış+Verb+Pos+Past+A3sg
yırtıyorlar	yırt+Verb+Pos+Prog1+A3pl
alevlenmiş	alev+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Narr+A3sg
dokunmuş	doku+Verb^DB+Verb+Pass+Pos+Narr+A3sg
olabilmiş	ol+Verb+Pos^DB+Verb+Able+Narr+A3sg
yumuyor	yum+Verb+Pos+Prog1+A3sg
geziniyor	gezin+Verb+Pos+Prog1+A3sg
savunabiliyor	savun+Verb+Pos^DB+Verb+Able+Prog1+A3sg
davranmışlardır	davran+Verb+Pos+Narr+A3pl+Cop
cıvıldı	cıvıl+Dup^DB+Verb+Zero+Past+A3sg
kazandırmış	kazan+Verb^DB+Verb+Caus+Pos+Narr+A3sg
bulabiliyor	bul+Verb+Pos^DB+Verb+Able+Prog1+A3sg
bulabilirsin	bul+Verb+Pos^DB+Verb+Able+Aor+A2sg
hissediliyor	hisset+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
milliyetçiliktir	milliyetçilik+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
dönüştü	dönüş+Verb+Pos+Past+A3sg
kabartabilir	kabar+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
patlayabilir	patla+Verb+Pos^DB+Verb+Able+Aor+A3sg
yöneliyor	yönel+Verb+Pos+Prog1+A3sg
kastediyorsunuz	kastet+Verb+Pos+Prog1+A2pl
önemsenmeyecek	önemse+Verb^DB+Verb+Pass+Neg+Fut+A3sg
asalım	as+Verb+Pos+Opt+A1pl
kazanabiliyor	kazan+Verb+Pos^DB+Verb+Able+Prog1+A3sg
kazanabilir	kazan+Verb+Pos^DB+Verb+Able+Aor+A3sg
yazılmıştır	yaz+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
okuyacaksa	oku+Verb+Pos+Fut+Cond+A3sg
yaşayamazlar	yaşa+Verb^DB+Verb+Able+Neg+Aor+A3pl
görüşüyoruz	görüş+Verb+Pos+Prog1+A1pl
anlayabiliyor	anla+Verb+Pos^DB+Verb+Able+Prog1+A3sg
vurulmuştu	vur+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
gözdağıydı	gözdağı+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
fırlamıyor	fırla+Verb+Neg+Prog1+A3sg
kullanabilecek	kullan+Verb+Pos^DB+Verb+Able+Fut+A3sg
seyreltilmiş	seyrel+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+A3sg
kullanılacakmış	kullan+Verb^DB+Verb+Pass+Pos+Fut+Narr+A3sg
tıkıyor	tıka+Verb+Pos+Prog1+A3sg
sunarım	sun+Verb+Pos+Aor+A1sg
ortadadır	orta+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
dayatılmaktadır	daya+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog2+A3sg+Cop
aşamamış	aş+Verb^DB+Verb+Able+Neg+Narr+A3sg
yaşamaktadır	yaşa+Verb+Pos+Prog2+A3sg+Cop
gelmişlerdir	gel+Verb+Pos+Narr+A3pl+Cop
boyundandır	boyun+Noun+A3sg+Pnon+Abl^DB+Verb+Zero+Pres+A3sg+Cop
mensubudur	mensup+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
akrabadırlar	akraba+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
akrabalarımızdır	akraba+Noun+A3pl+P1pl+Nom^DB+Verb+Zero+Pres+A3sg+Cop
boylarıdır	boy+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yerleşmişlerdir	yerleş+Verb+Pos+Narr+A3pl+Cop
akrabalarıdır	akraba+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
başlamışlardır	başla+Verb+Pos+Narr+A3pl+Cop
yürüyemiyor	yürü+Verb^DB+Verb+Able+Neg+Prog1+A3sg
alamadık	al+Verb^DB+Verb+Able+Neg+Past+A1pl
kanunuymuş	kanun+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Narr+A3sg
sonuçlandı	sonuç+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Past+A3sg
sonuçlanmadı	sonuç+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Neg+Past+A3sg
girmediyse	gir+Verb+Neg+Past+Cond+A3sg
yapıyorsun	yap+Verb+Pos+Prog1+A2sg
çıkarılsın	çık+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Imp+A3sg
güçlendirmesidir	güç+Adj^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
vuracaktır	vur+Verb+Pos+Fut+A3sg+Cop
itecektir	it+Verb+Pos+Fut+A3sg+Cop
açacaktır	aç+Verb+Pos+Fut+A3sg+Cop
çıkartıldı	çık+Verb^DB+Verb+Caus^DB+Verb+Caus^DB+Verb+Pass+Pos+Past+A3sg
koysunlar	koy+Verb+Pos+Imp+A3pl
atsınlar	at+Verb+Pos+Imp+A3pl
harcasınlar	harca+Verb+Pos+Imp+A3pl
keşfettik	keşfet+Verb+Pos+Past+A1pl
oluşturuyoruz	oluş+Verb^DB+Verb+Caus+Pos+Prog1+A1pl
açmışlar	aç+Verb+Pos+Narr+A3pl
çalışmamış	çalış+Verb+Neg+Narr+A3sg
gerekiyormuş	gerek+Verb+Pos+Prog1+Narr+A3sg
işiymiş	iş+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Narr+A3sg
katılmışlar	kat+Verb^DB+Verb+Pass+Pos+Narr+A3pl
genişletmiş	genişle+Verb^DB+Verb+Caus+Pos+Narr+A3sg
keşfetmişler	keşfet+Verb+Pos+Narr+A3pl
gidecekler	git+Verb+Pos+Fut+A3pl
taşıyacaklarmış	taşı+Verb+Pos+Fut+A3pl+Narr
gösterirseniz	göster+Verb+Pos+Aor+Cond+A2pl
olunmuyor	ol+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
yetiyorsa	yet+Verb+Pos+Prog1+Cond+A3sg
kurduk	kur+Verb+Pos+Past+A1pl
atmışlar	at+Verb+Pos+Narr+A3pl
görüşmüş	görüş+Verb+Pos+Narr+A3sg
farkedilsin	farket+Verb^DB+Verb+Pass+Pos+Imp+A3sg
farklılaştırabilir	fark+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
evleniyor	evlen+Verb+Pos+Prog1+A3sg
noktalanmış	noktala+Verb^DB+Verb+Pass+Pos+Narr+A3sg
girilmedi	gir+Verb^DB+Verb+Pass+Neg+Past+A3sg
değindi	değin+Verb+Pos+Past+A3sg
örneğidir	örnek+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
ulaşmıştır	ulaş+Verb+Pos+Narr+A3sg+Cop
başlamıştık	başla+Verb+Pos+Narr+Past+A1pl
genişletilmelidir	genişle+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Neces+A3sg+Cop
etmişimdir	et+Verb+Pos+Narr+A1sg+Cop
bulmuştur	bul+Verb+Pos+Narr+A3sg+Cop
belirtmişti	belir+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
gelindi	gel+Verb^DB+Verb+Pass+Pos+Past+A3sg
belgelemiş	belgele+Verb+Pos+Narr+A3sg
ispatlamış	ispatla+Verb+Pos+Narr+A3sg
yapılabiliyor	yap+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
heyecanlandırmış	heyecan+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Narr+A3sg
yararlanmış	yarar+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Narr+A3sg
durdurmuş	dur+Verb^DB+Verb+Caus+Pos+Narr+A3sg
alametmiş	alamet+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Narr+A3sg
tutmamış	tut+Verb+Neg+Narr+A3sg
yormuştum	yor+Verb+Pos+Narr+Past+A1sg
delaletmiş	delalet+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Narr+A3sg
sığdırabilecek	sığ+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Fut+A3sg
bindiriyor	bin+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
uğruyor	uğra+Verb+Pos+Prog1+A3sg
yansıtıyor	yansı+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
ödeseniz	öde+Verb+Pos+Desr+A2pl
yansıtılmış	yansı+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+A3sg
oluşuydu	ol+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
yansıyordu	yansı+Verb+Pos+Prog1+Past+A3sg
kullanabiliyoruz	kullan+Verb+Pos^DB+Verb+Able+Prog1+A1pl
hoşlanmıyor	hoşlan+Verb+Neg+Prog1+A3sg
uygulamaymış	uygula+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom^DB+Verb+Zero+Narr+A3sg
almışsınız	al+Verb+Pos+Narr+A2pl
ödüyorsunuz	öde+Verb+Pos+Prog1+A2pl
yansıtıyorlar	yansı+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
kızarmasın	kızar+Verb+Neg+Imp+A3sg
araklayıveriyorlar	arakla+Verb+Pos^DB+Verb+Hastily+Prog1+A3pl
yapsalar	yap+Verb+Pos+Desr+A3pl
söker	sök+Verb+Pos+Aor+A3sg
kapattık	kapa+Verb^DB+Verb+Caus+Pos+Past+A1pl
cazipti	cazip+Adj^DB+Verb+Zero+Past+A3sg
konuşuluyordu	konuş+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
getirebilirler	getir+Verb+Pos^DB+Verb+Able+Aor+A3pl
göstermiyorlar	göster+Verb+Neg+Prog1+A3pl
kalamayacaksa	kal+Verb^DB+Verb+Able+Neg+Fut+Cond+A3sg
paylaşılmalı	paylaş+Verb^DB+Verb+Pass+Pos+Neces+A3sg
küçülüyor	küçül+Verb+Pos+Prog1+A3sg
sektördü	sektör+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
atarsın	at+Verb+Pos+Aor+A2sg
bulamazsın	bul+Verb^DB+Verb+Able+Neg+Aor+A2sg
görmeliler	gör+Verb+Pos+Neces+A3pl
alamıyorlardı	al+Verb^DB+Verb+Able+Neg+Prog1+A3pl+Past
halindeler	hal+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3pl
değerlendiremez	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
kişilerdi	kişi+Noun+A3pl+Pnon+Nom^DB+Verb+Zero+Past+A3sg
değerlendirirlerse	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor+A3pl+Cond
yaşamayız	yaşa+Verb+Neg+Aor+A1pl
fırsattır	fırsat+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
artsın	art+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg
yaklaşırlardı	yaklaş+Verb+Pos+Aor+A3pl+Past
başlamayacak	başla+Verb+Neg+Fut+A3sg
inebilir	in+Verb+Pos^DB+Verb+Able+Aor+A3sg
çıkarayım	çık+Verb^DB+Verb+Caus+Pos+Opt+A1sg
yayılıyor	yay+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
çıkarıldım	çık+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Past+A1sg
cevaplamalı	cevapla+Verb+Pos+Neces+A3sg
girilirse	gir+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
alabilirler	al+Verb+Pos^DB+Verb+Able+Aor+A3pl
yaratacak	yarat+Verb+Pos+Fut+A3sg
korunursa	koru+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
dönüşmüyor	dönüş+Verb+Neg+Prog1+A3sg
nelerdi	ne+Pron+Ques+A3pl+Pnon+Nom^DB+Verb+Zero+Past+A3sg
olamayacaktı	ol+Verb^DB+Verb+Able+Neg+Fut+Past+A3sg
davranıldı	davran+Verb^DB+Verb+Pass+Pos+Past+A3sg
çıkartılmadı	çık+Verb^DB+Verb+Caus^DB+Verb+Caus^DB+Verb+Pass+Neg+Past+A3sg
edilseydi	et+Verb^DB+Verb+Pass+Pos+Desr+Past+A3sg
yaşanmayabilirdi	yaşa+Verb^DB+Verb+Pass+Neg^DB+Verb+Able+Aor+Past+A3sg
umuyoruz	um+Verb+Pos+Prog1+A1pl
alınmalı	al+Verb^DB+Verb+Pass+Pos+Neces+A3sg
çıkarılmalı	çık+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Neces+A3sg
çalışamaz	çalış+Verb^DB+Verb+Able+Neg+Aor+A3sg
yaşardık	yaşa+Verb+Pos+Aor+Past+A1pl
yaşamazdık	yaşa+Verb+Neg+Aor+Past+A1pl
haketmiyordu	haket+Verb+Neg+Prog1+Past+A3sg
