değil	değil+Verb+Neg+Pres+A3sg
içerisindeyim	içeri+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1sg
yeridir	yer+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
içeyim	iç+Noun+A3sg+Pnon+Dat^DB+Verb+Zero+Pres+A1sg
özgürüz	özgür+Adj^DB+Verb+Zero+Pres+A1pl
serbestiz	serbest+Adj^DB+Verb+Zero+Pres+A1pl
ağabeyim	ağabey+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
grubundayım	grup+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1sg
sorumluluğudur	sorum+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Ness+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yaratıklardır	yaratık+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
uyuşuktur	uyuşuk+Adj^DB+Verb+Zero+Pres+A3sg+Cop
beceriksizdir	becerik+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Pres+A3sg+Cop
değilsin	değil+Verb+Neg+Pres+A2sg
peşindeler	peşin+Adj^DB+Noun+Zero+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3pl
orkestrasıyız	orkestra+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1pl
müzisyenleriz	müzisyen+Noun+A3pl+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
ikiliyiz	ikili+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
alnız	alın+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
grubundayız	grup+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1pl
meşguldür	meşgul+Adj^DB+Verb+Zero+Pres+A3sg+Cop
derttir	dert+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
depresyondalar	depresyon+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3pl
katılanlardanım	kat+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Abl^DB+Verb+Zero+Pres+A1sg
annesin	anne+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg
adımıdır	adım+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
seyirdir	seyir+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
temelidir	temel+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
zayıftır	zayıf+Adj^DB+Verb+Zero+Pres+A3sg+Cop
kaçınılmazdır	kaçınılmaz+Adj^DB+Verb+Zero+Pres+A3sg+Cop
şarttır	şart+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kazanabileceğidir	kazan+Verb+Pos^DB+Verb+Able^DB+Noun+FutPart+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
paraleldirler	paralel+Adj^DB+Verb+Zero+Pres+A3pl+Cop
diğeridir	diğer+Adj^DB+Noun+Zero+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sorunludur	sorun+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
yararınadır	yarar+Noun+A3sg+P3sg+Dat^DB+Verb+Zero+Pres+A3sg+Cop
çalışılmasıdır	çalış+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
reformdur	reform+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
işaretleridir	işaret+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
tehdittir	tehdit+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
konudadır	konu+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
yaptırımlardır	yaptırım+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
dibindeyiz	dip+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1pl
yemeklerdir	yemek+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
saygısızlıktır	saygı+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
mıyız	mı+Ques+Pres+A1pl
kararlıyız	karar+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A1pl
yolundadır	yol+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3sg+Cop
meçhuldür	meçhul+Adj^DB+Verb+Zero+Pres+A3sg+Cop
milliyetçiliktir	milliyetçilik+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
ortadadır	orta+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
boyundandır	boyun+Noun+A3sg+Pnon+Abl^DB+Verb+Zero+Pres+A3sg+Cop
mensubudur	mensup+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
akrabadırlar	akraba+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
akrabalarımızdır	akraba+Noun+A3pl+P1pl+Nom^DB+Verb+Zero+Pres+A3sg+Cop
boylarıdır	boy+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
akrabalarıdır	akraba+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
güçlendirmesidir	güç+Adj^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
örneğidir	örnek+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
halindeler	hal+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3pl
fırsattır	fırsat+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
artsın	art+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg
umutluyum	umut+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A1sg
oluşturulmasıdır	oluş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
projesidir	proje+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
verilmesidir	ver+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yüksektir	yüksek+Adj^DB+Verb+Zero+Pres+A3sg+Cop
yapmaktır	yap+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
alınmasıdır	alın+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kalayım	kala+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
haftadır	hafta+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yaşındayız	yaş+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1pl
antifiriz	antifir+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
lastiklerdir	lastik+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
yolum	yol+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
otomobildir	otomobil+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
üyesiniz	üye+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2pl
gözükmesidir	gözük+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
aşkımdır	aşk+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg+Cop
garantisidir	garanti+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
istikbalidir	istikbal+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
ağlamasıdır	ağla+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
işidir	iş+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
neşelenmesidir	neşe+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
bedeldir	bedel+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
mankeniz	manken+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
şairsiniz	şair+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2pl
adamlarız	adam+Noun+A3pl+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
takipteler	takip+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3pl
kazasındayız	kaza+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1pl
altındalar	altın+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3pl
oksimorondur	oksimoron+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
cinstendir	cins+Noun+A3sg+Pnon+Abl^DB+Verb+Zero+Pres+A3sg+Cop
sebzedir	sebze+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
bezelyelerdir	bezelye+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
ülküsüdür	ülkü+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
akıllısın	akıl+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A2sg
yoldur	yol+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
gibisiniz	gibi+Postp+PCNom^DB+Verb+Zero+Pres+A2pl
kararlıyım	karar+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A1sg
kırmayız	kır+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
vermeyeyim	ver+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat^DB+Verb+Zero+Pres+A1sg
tehlikesidir	tehlike+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kanıtıdır	kanıt+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
stoperdir	stoper+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
hatalıyım	hata+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A1sg
takımız	takım+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
milletvekiliyim	milletvekili+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1sg
içindeyim	iç+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1sg
insanlarıyız	insan+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A1pl
şampiyonuz	şampiyon+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
başlangıcıdır	başlangıç+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kardeşliğidir	kardeş+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yanlışlıktır	yanlış+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
vericidir	verici+Adj^DB+Verb+Zero+Pres+A3sg+Cop
bayramdır	bayram+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
işindeler	iş+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3pl
dertlidir	dert+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
safhasındayız	safha+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1pl
buradasınız	bura+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A2pl
ödevdir	ödev+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yükümlüsünüz	yüküm+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A2pl
penaltıdır	penaltı+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yöneticilerdir	yönet+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
indir	in+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
hatırlıyamıyorum	hatırlıyamıyor+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
ünlüdür	ün+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
tatlıdır	tat+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
ekşidir	ekşi+Adj^DB+Verb+Zero+Pres+A3sg+Cop
tanedir	tane+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
torunuz	torun+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
dostuyuz	dost+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1pl
torunumdur	torun+Noun+A3sg+P1sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
torunumdur	torun+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg+Cop
doktordur	doktor+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
buradayız	bura+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1pl
dostumdur	dost+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg+Cop
işarettir	işaret+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
birlikteyim	birlik+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1sg
gibisin	gibi+Postp+PCNom^DB+Verb+Zero+Pres+A2sg
dehadır	deha+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
evim	ev+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
ayarlamadır	ayarla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
nasılsınız	nasıl+Adj^DB+Verb+Zero+Pres+A2pl
hayvancağız	hayvancağ+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
zencisiyim	zenci+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1sg
takımdayım	tak+Noun+A3sg+P1sg+Loc^DB+Verb+Zero+Pres+A1sg
iktidarız	iktidar+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
çıkarmasıdır	çık+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
ortalamasıyız	ortala+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1pl
hareketliliktir	hareket+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Ness+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
hastalığıdır	hastalık+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
ödüm	öd+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
evrenseldir	evrensel+Adj^DB+Verb+Zero+Pres+A3sg+Cop
gençleriz	genç+Adj^DB+Noun+Zero+A3pl+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
neresidir	nere+Pron+Ques+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
gazeteciyim	gazeteci+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
tamamdır	tamam+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
milletiz	millet+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
laiktir	laik+Adj^DB+Verb+Zero+Pres+A3sg+Cop
arkasındayım	arka+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1sg
saldırıdır	saldırı+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
anahtarıdır	anahtar+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
alanlardır	al+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
söylemlerimdir	söylem+Noun+A3pl+P1sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sözlerimdir	söz+Noun+A3pl+P1sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
gereğidir	gerek+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
gariptir	garip+Adj^DB+Verb+Zero+Pres+A3sg+Cop
yerindedir	yerinde+Adj^DB+Verb+Zero+Pres+A3sg+Cop
isabetlidir	isabet+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
niteliktedir	nitelik+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
kalıcıdır	kal+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
eşiğindeler	eşik+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3pl
kazanmaktır	kazan+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
derttedir	dert+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
sizlersiniz	siz+Pron+Pers+A2pl+Pnon+Nom^DB+Verb+Zero+Pres+A2pl
muhtacız	muhtaç+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
avantacılarsınız	avanta+Noun+A3sg+Pnon+Nom^DB+Noun+Agt+A3pl+Pnon+Nom^DB+Verb+Zero+Pres+A2pl
götürmektir	götür+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
çalışmalarıdır	çalış+Verb+Pos^DB+Noun+Inf2+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
denetlenmesidir	denetle+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
ortamdır	ortam+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
basamaktır	basamak+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
tabidir	tabi+Adj^DB+Verb+Zero+Pres+A3sg+Cop
büyüğümdür	büyük+Adj^DB+Noun+Zero+A3sg+P1sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
doğaldır	doğal+Adj^DB+Verb+Zero+Pres+A3sg+Cop
göstermektir	göster+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
karşıyayız	karşı+Noun+A3sg+Pnon+Dat^DB+Verb+Zero+Pres+A1pl
eşidir	eş+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
genişlesin	geniş+Adj^DB+Noun+Zero+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A2sg
yanayım	yanay+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
baldır	bal+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
gündemdedir	gündem+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
kutlamaktır	kutla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
görüşüdür	gör+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
cilasıdır	cila+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
zikirdir	zikir+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
onundur	o+Pron+Demons+A3sg+Pnon+Gen^DB+Verb+Zero+Pres+A3sg+Cop
odur	o+Pron+Demons+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sudur	su+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
makamıdır	makam+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
idealidir	ideal+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
projedir	proje+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
politikadır	politika+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
üyeliğidir	üye+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
gibiyiz	gibi+Postp+PCNom^DB+Verb+Zero+Pres+A1pl
sistemidir	sistem+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
mevcuttur	mevcut+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
doktorunuz	doktor+Noun+A3sg+Pnon+Gen^DB+Verb+Zero+Pres+A1pl
özledir	öz+Noun+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A3sg+Cop
etkenlerdir	etken+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
planıdır	plan+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sesiz	ses+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
kimsedir	kimse+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
düzenliyeceğiz	düzenliyeceğ+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
üzücüdür	üz+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
zorundadır	zor+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3sg+Cop
kulübüdür	kulüp+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
geçirtmeyiz	geç+Verb^DB+Verb+Caus^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
belgesidir	belge+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
saklananlardanım	sakla+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Abl^DB+Verb+Zero+Pres+A1sg
neredendir	nere+Pron+Ques+A3sg+Pnon+Abl^DB+Verb+Zero+Pres+A3sg+Cop
merakım	merak+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
özeldir	özel+Adj^DB+Verb+Zero+Pres+A3sg+Cop
değerlidir	değer+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
tasarımlarıdır	tasarım+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
elbisesidir	elbise+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
altındayım	alt+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1sg
umudumsunuz	umut+Noun+A3sg+P1sg+Nom^DB+Verb+Zero+Pres+A2pl
kötüyüm	kötü+Adj^DB+Verb+Zero+Pres+A1sg
bunalımdasın	bunalım+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A2sg
kişileriz	kişi+Noun+A3pl+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
birlikteyiz	birlik+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1pl
obezim	obez+Adj^DB+Verb+Zero+Pres+A1sg
napıyorum	napıyor+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
saatlerindeyim	saat+Noun+A3pl+P3sg+Loc^DB+Verb+Zero+Pres+A1sg
dondurmadır	don+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kefenim	kefen+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
taşısın	taş+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A2sg
altım	alt+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
böyleyim	böyle+Adj^DB+Verb+Zero+Pres+A1sg
erkeksin	erkek+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg
çocuğuyum	çocuk+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1sg
duygudayım	duygu+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1sg
karıştıyorsunuz	karıştıyor+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2pl
günlerdeyiz	gün+Noun+A3pl+Pnon+Loc^DB+Verb+Zero+Pres+A1pl
öğreticidir	öğret+Verb+Pos^DB+Adj+Agt^DB+Verb+Zero+Pres+A3sg+Cop
mutluyuz	mutlu+Adj^DB+Verb+Zero+Pres+A1pl
hakkımızdır	hak+Noun+A3sg+P1pl+Nom^DB+Verb+Zero+Pres+A3sg+Cop
sahiplenicidirler	sahiplen+Verb+Pos^DB+Adj+Agt^DB+Verb+Zero+Pres+A3pl+Cop
bırakmasıdır	bırak+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
işadamıdır	işadamı+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
uzaktır	uzak+Adj^DB+Verb+Zero+Pres+A3sg+Cop
dikkatlidir	dikkat+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Pres+A3sg+Cop
günüdür	gün+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
geliniyim	gelin+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A1sg
getirmeyeyim	getir+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat^DB+Verb+Zero+Pres+A1sg
değişmesidir	değiş+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
edinmesidir	edin+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kazanayım	kazan+Noun+A3sg+Pnon+Dat^DB+Verb+Zero+Pres+A1sg
babayım	baba+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1sg
